#2017/07 Number Pass = 75 (98.6842%)
                               file                  time    pass    total5   exptime
            FUV20170712_125753.fits   2017/07/12T12:57:53       1        20      0.13
            FUV20170712_125809.fits   2017/07/12T12:58:09       1        25      1.02
            FUV20170712_125828.fits   2017/07/12T12:58:28       1        53      5.02
            FUV20170712_125936.fits   2017/07/12T12:59:36       1        49     30.02
            FUV20170712_130254.fits   2017/07/12T13:02:54       1         7      0.14
            FUV20170712_130309.fits   2017/07/12T13:03:09       1        45      1.02
            FUV20170712_130328.fits   2017/07/12T13:03:28       1        41      5.02
            FUV20170712_130436.fits   2017/07/12T13:04:36       1        48     30.02
            FUV20170712_130752.fits   2017/07/12T13:07:52       1        20      0.13
            FUV20170712_130800.fits   2017/07/12T13:08:00       1        43      1.02
            FUV20170712_130828.fits   2017/07/12T13:08:28       1        60      5.02
            FUV20170712_130937.fits   2017/07/12T13:09:37       1        58     30.02
            FUV20170712_131250.fits   2017/07/12T13:12:50       1        67      0.13
            FUV20170712_131300.fits   2017/07/12T13:13:00       1       134      1.02
            FUV20170712_131328.fits   2017/07/12T13:13:28       1        90      5.02
            FUV20170712_131435.fits   2017/07/12T13:14:35       1        53     30.02
            FUV20170712_131750.fits   2017/07/12T13:17:50       1        23      0.13
            FUV20170712_131800.fits   2017/07/12T13:18:00       1       103      1.02
            FUV20170712_131828.fits   2017/07/12T13:18:28       1        97      5.02
            FUV20170712_131935.fits   2017/07/12T13:19:35       1        80     30.02
            FUV20170712_132251.fits   2017/07/12T13:22:51       1        49      0.13
            FUV20170712_132300.fits   2017/07/12T13:23:00       1       150      1.02
            FUV20170712_132327.fits   2017/07/12T13:23:27       1        88      5.02
            FUV20170712_132435.fits   2017/07/12T13:24:35       1        52     30.02
            FUV20170712_132753.fits   2017/07/12T13:27:53       1        17      0.14
            FUV20170712_132809.fits   2017/07/12T13:28:09       1       119      1.02
            FUV20170712_132828.fits   2017/07/12T13:28:28       1        89      5.02
            FUV20170712_132936.fits   2017/07/12T13:29:36       1        67     30.02
            FUV20170712_133255.fits   2017/07/12T13:32:55       1        40      0.14
            FUV20170712_133304.fits   2017/07/12T13:33:04       1        93      1.03
            FUV20170712_133327.fits   2017/07/12T13:33:27       1        76      5.02
            FUV20170712_133435.fits   2017/07/12T13:34:35       1        49     30.02
            FUV20170712_133753.fits   2017/07/12T13:37:53       1        53      0.13
            FUV20170712_133803.fits   2017/07/12T13:38:03       1        48      1.03
            FUV20170712_133829.fits   2017/07/12T13:38:29       1        55      5.02
            FUV20170712_133936.fits   2017/07/12T13:39:36       1        45     30.02
            FUV20170712_134251.fits   2017/07/12T13:42:51       1         6      0.13
            FUV20170712_134300.fits   2017/07/12T13:43:00       1        52      1.02
            FUV20170712_134327.fits   2017/07/12T13:43:27       1        54      5.02
            FUV20170712_134436.fits   2017/07/12T13:44:36       1        59     30.02
            FUV20170712_134756.fits   2017/07/12T13:47:56       1         8      0.16
            FUV20170712_134800.fits   2017/07/12T13:48:00       1        22      1.02
            FUV20170712_134820.fits   2017/07/12T13:48:20       1        49      5.02
            FUV20170712_134935.fits   2017/07/12T13:49:35       1        58     30.02
            FUV20170712_135252.fits   2017/07/12T13:52:52       1         7      0.13
            FUV20170712_135300.fits   2017/07/12T13:53:00       1        40      1.02
            FUV20170712_135327.fits   2017/07/12T13:53:27       1        53      5.02
            FUV20170712_135436.fits   2017/07/12T13:54:36       1        73     30.02
            FUV20170712_135753.fits   2017/07/12T13:57:53       1        30      0.13
            FUV20170712_135809.fits   2017/07/12T13:58:09       1        54      1.02
            FUV20170712_135827.fits   2017/07/12T13:58:27       1        92      5.02
            FUV20170712_135936.fits   2017/07/12T13:59:36       1        47     30.02
            FUV20170712_140253.fits   2017/07/12T14:02:53       1        48      0.13
            FUV20170712_140309.fits   2017/07/12T14:03:09       1       120      1.02
            FUV20170712_140327.fits   2017/07/12T14:03:27       1        82      5.02
            FUV20170712_140436.fits   2017/07/12T14:04:36       1        67     30.02
            FUV20170712_140753.fits   2017/07/12T14:07:53       1        48      0.13
            FUV20170712_140800.fits   2017/07/12T14:08:00       1       153      1.02
            FUV20170712_140828.fits   2017/07/12T14:08:28       1        97      5.02
            FUV20170712_140936.fits   2017/07/12T14:09:36       1        62     30.02
            FUV20170712_141253.fits   2017/07/12T14:12:53       1        33      0.13
            FUV20170712_141309.fits   2017/07/12T14:13:09       1        95      1.02
            FUV20170712_141328.fits   2017/07/12T14:13:28       1       117      5.02
            FUV20170712_141436.fits   2017/07/12T14:14:36       1        63     30.02
            FUV20170712_141753.fits   2017/07/12T14:17:53       1        26      0.13
            FUV20170712_141809.fits   2017/07/12T14:18:09       0       381      1.02
            FUV20170712_141828.fits   2017/07/12T14:18:28       1        99      5.02
            FUV20170712_141935.fits   2017/07/12T14:19:35       1        55     30.02
            FUV20170712_142250.fits   2017/07/12T14:22:50       1        56      0.13
            FUV20170712_142300.fits   2017/07/12T14:23:00       1        52      1.02
            FUV20170712_142327.fits   2017/07/12T14:23:27       1        93      5.02
            FUV20170712_142436.fits   2017/07/12T14:24:36       1        56     30.02
            FUV20170712_142752.fits   2017/07/12T14:27:52       1        31      0.13
            FUV20170712_142800.fits   2017/07/12T14:28:00       1        42      1.02
            FUV20170712_142828.fits   2017/07/12T14:28:28       1        63      5.02
            FUV20170712_142936.fits   2017/07/12T14:29:36       1        57     30.02
