#2017/04 Number Pass = 76 (100.000%)
                               file                  time    pass    total5   exptime
            NUV20170420_012843.fits   2017/04/20T01:28:43       1        12      0.09
            NUV20170420_012850.fits   2017/04/20T01:28:50       1        28      1.02
            NUV20170420_012917.fits   2017/04/20T01:29:17       1        40      5.02
            NUV20170420_013004.fits   2017/04/20T01:30:04       1        45     30.02
            NUV20170420_013341.fits   2017/04/20T01:33:41       1        15      0.05
            NUV20170420_013350.fits   2017/04/20T01:33:50       1        54      1.02
            NUV20170420_013417.fits   2017/04/20T01:34:17       1        59      5.02
            NUV20170420_013505.fits   2017/04/20T01:35:05       1        54     30.02
            NUV20170420_013842.fits   2017/04/20T01:38:42       1        44      0.06
            NUV20170420_013850.fits   2017/04/20T01:38:50       1       128      1.03
            NUV20170420_013917.fits   2017/04/20T01:39:17       1        79      5.02
            NUV20170420_014004.fits   2017/04/20T01:40:04       1        67     30.02
            NUV20170420_014349.fits   2017/04/20T01:43:49       1        30      0.05
            NUV20170420_014352.fits   2017/04/20T01:43:52       1        93      1.03
            NUV20170420_014418.fits   2017/04/20T01:44:18       1        93      5.02
            NUV20170420_014507.fits   2017/04/20T01:45:07       1        39     30.02
            NUV20170420_014849.fits   2017/04/20T01:48:49       1        23      0.05
            NUV20170420_014850.fits   2017/04/20T01:48:50       1       166      1.03
            NUV20170420_014917.fits   2017/04/20T01:49:17       1        87      5.02
            NUV20170420_015006.fits   2017/04/20T01:50:06       1        47     30.02
            NUV20170420_015342.fits   2017/04/20T01:53:42       1        50      0.05
            NUV20170420_015351.fits   2017/04/20T01:53:51       1       116      1.03
            NUV20170420_015417.fits   2017/04/20T01:54:17       1        70      5.02
            NUV20170420_015505.fits   2017/04/20T01:55:05       1        46     30.02
            NUV20170420_015849.fits   2017/04/20T01:58:49       1        29      0.05
            NUV20170420_015851.fits   2017/04/20T01:58:51       1        82      1.04
            NUV20170420_015918.fits   2017/04/20T01:59:18       1        59      5.02
            NUV20170420_020004.fits   2017/04/20T02:00:04       1        49     30.02
            NUV20170420_020349.fits   2017/04/20T02:03:49       1         8      0.05
            NUV20170420_020354.fits   2017/04/20T02:03:54       1        23      1.04
            NUV20170420_020417.fits   2017/04/20T02:04:17       1        39      5.02
            NUV20170420_020508.fits   2017/04/20T02:05:08       1        44     30.02
            NUV20170420_020841.fits   2017/04/20T02:08:41       1        21      0.05
            NUV20170420_020858.fits   2017/04/20T02:08:58       1        20      1.02
            NUV20170420_020917.fits   2017/04/20T02:09:17       1        28      5.02
            NUV20170420_021007.fits   2017/04/20T02:10:07       1        40     30.02
            NUV20170420_021349.fits   2017/04/20T02:13:49       1        12      0.05
            NUV20170420_021350.fits   2017/04/20T02:13:50       1        26      1.03
            NUV20170420_021417.fits   2017/04/20T02:14:17       1        31      5.02
            NUV20170420_021506.fits   2017/04/20T02:15:06       1        42     30.02
            NUV20170420_021842.fits   2017/04/20T02:18:42       1        10      0.06
            NUV20170420_021854.fits   2017/04/20T02:18:54       1        21      1.04
            NUV20170420_021917.fits   2017/04/20T02:19:17       1        33      5.02
            NUV20170420_022007.fits   2017/04/20T02:20:07       1        49     30.02
            NUV20170420_022349.fits   2017/04/20T02:23:49       1        21      0.05
            NUV20170420_022352.fits   2017/04/20T02:23:52       1        67      1.03
            NUV20170420_022417.fits   2017/04/20T02:24:17       1        72      5.02
            NUV20170420_022504.fits   2017/04/20T02:25:04       1        49     30.02
            NUV20170420_022841.fits   2017/04/20T02:28:41       1        29      0.05
            NUV20170420_022852.fits   2017/04/20T02:28:52       1        80      1.05
            NUV20170420_022917.fits   2017/04/20T02:29:17       1        39      5.02
            NUV20170420_023005.fits   2017/04/20T02:30:05       1        52     30.02
            NUV20170420_023341.fits   2017/04/20T02:33:41       1        50      0.05
            NUV20170420_023352.fits   2017/04/20T02:33:52       1       122      1.05
            NUV20170420_023417.fits   2017/04/20T02:34:17       1        65      5.02
            NUV20170420_023505.fits   2017/04/20T02:35:05       1        47     30.02
            NUV20170420_023849.fits   2017/04/20T02:38:49       1        41      0.05
            NUV20170420_023850.fits   2017/04/20T02:38:50       1        67      1.02
            NUV20170420_023917.fits   2017/04/20T02:39:17       1        87      5.02
            NUV20170420_024004.fits   2017/04/20T02:40:04       1        55     30.02
            NUV20170420_024349.fits   2017/04/20T02:43:49       1        58      0.05
            NUV20170420_024354.fits   2017/04/20T02:43:54       1       108      1.05
            NUV20170420_024417.fits   2017/04/20T02:44:17       1        84      5.02
            NUV20170420_024504.fits   2017/04/20T02:45:04       1        43     30.02
            NUV20170420_024841.fits   2017/04/20T02:48:41       1        10      0.05
            NUV20170420_024851.fits   2017/04/20T02:48:51       1        34      1.04
            NUV20170420_024917.fits   2017/04/20T02:49:17       1        36      5.02
            NUV20170420_025006.fits   2017/04/20T02:50:06       1        23     30.02
            NUV20170420_025341.fits   2017/04/20T02:53:41       1        14      0.05
            NUV20170420_025353.fits   2017/04/20T02:53:53       1        23      1.05
            NUV20170420_025417.fits   2017/04/20T02:54:17       1        33      5.02
            NUV20170420_025507.fits   2017/04/20T02:55:07       1        42     30.02
            NUV20170420_025841.fits   2017/04/20T02:58:41       1        10      0.05
            NUV20170420_025852.fits   2017/04/20T02:58:52       1        25      1.04
            NUV20170420_025917.fits   2017/04/20T02:59:17       1        30      5.02
            NUV20170420_030004.fits   2017/04/20T03:00:04       1        41     30.02
