#2018/05 Number Pass = 76 (100.000%)
                               file                  time    pass    total5   exptime
            FUV20180516_112856.fits   2018/05/16T11:28:56       1        98      0.13
            FUV20180516_112903.fits   2018/05/16T11:29:03       1        55      1.02
            FUV20180516_112930.fits   2018/05/16T11:29:30       1        51      5.02
            FUV20180516_113048.fits   2018/05/16T11:30:48       1        71     30.02
            FUV20180516_113353.fits   2018/05/16T11:33:53       1        19      0.13
            FUV20180516_113402.fits   2018/05/16T11:34:02       1        33      1.02
            FUV20180516_113430.fits   2018/05/16T11:34:30       1        56      5.02
            FUV20180516_113548.fits   2018/05/16T11:35:48       1        61     30.02
            FUV20180516_113853.fits   2018/05/16T11:38:53       1        97      0.13
            FUV20180516_113903.fits   2018/05/16T11:39:03       1        57      1.02
            FUV20180516_113930.fits   2018/05/16T11:39:30       1        58      5.02
            FUV20180516_114048.fits   2018/05/16T11:40:48       1        60     30.02
            FUV20180516_114353.fits   2018/05/16T11:43:53       1        85      0.13
            FUV20180516_114402.fits   2018/05/16T11:44:02       1       235      1.02
            FUV20180516_114430.fits   2018/05/16T11:44:30       1       178      5.02
            FUV20180516_114548.fits   2018/05/16T11:45:48       1        77     30.02
            FUV20180516_114856.fits   2018/05/16T11:48:56       1        45      0.13
            FUV20180516_114903.fits   2018/05/16T11:49:03       1       130      1.02
            FUV20180516_114930.fits   2018/05/16T11:49:30       1       122      5.02
            FUV20180516_115047.fits   2018/05/16T11:50:47       1        45     30.02
            FUV20180516_115356.fits   2018/05/16T11:53:56       1        69      0.13
            FUV20180516_115402.fits   2018/05/16T11:54:02       1       135      1.02
            FUV20180516_115430.fits   2018/05/16T11:54:30       1        81      5.02
            FUV20180516_115547.fits   2018/05/16T11:55:47       1        64     30.02
            FUV20180516_115854.fits   2018/05/16T11:58:54       1        61      0.14
            FUV20180516_115906.fits   2018/05/16T11:59:06       1       111      1.03
            FUV20180516_115932.fits   2018/05/16T11:59:32       1        74      5.02
            FUV20180516_120048.fits   2018/05/16T12:00:48       1        69     30.02
            FUV20180516_120353.fits   2018/05/16T12:03:53       1        52      0.13
            FUV20180516_120403.fits   2018/05/16T12:04:03       1        88      1.02
            FUV20180516_120430.fits   2018/05/16T12:04:30       1       118      5.02
            FUV20180516_120548.fits   2018/05/16T12:05:48       1        64     30.02
            FUV20180516_120853.fits   2018/05/16T12:08:53       1         8      0.13
            FUV20180516_120902.fits   2018/05/16T12:09:02       1        14      1.02
            FUV20180516_120939.fits   2018/05/16T12:09:39       1        59      5.02
            FUV20180516_121048.fits   2018/05/16T12:10:48       1        54     30.02
            FUV20180516_121354.fits   2018/05/16T12:13:54       1        10      0.13
            FUV20180516_121402.fits   2018/05/16T12:14:02       1        39      1.02
            FUV20180516_121430.fits   2018/05/16T12:14:30       1        51      5.02
            FUV20180516_121548.fits   2018/05/16T12:15:48       1        66     30.02
            FUV20180516_121856.fits   2018/05/16T12:18:56       1         8      0.13
            FUV20180516_121903.fits   2018/05/16T12:19:03       1        31      1.02
            FUV20180516_121930.fits   2018/05/16T12:19:30       1        53      5.02
            FUV20180516_122048.fits   2018/05/16T12:20:48       1        83     30.02
            FUV20180516_122353.fits   2018/05/16T12:23:53       1         4      0.13
            FUV20180516_122403.fits   2018/05/16T12:24:03       1        28      1.02
            FUV20180516_122430.fits   2018/05/16T12:24:30       1        63      5.02
            FUV20180516_122547.fits   2018/05/16T12:25:47       1        71     30.02
            FUV20180516_122856.fits   2018/05/16T12:28:56       1        32      0.13
            FUV20180516_122903.fits   2018/05/16T12:29:03       1       112      1.02
            FUV20180516_122930.fits   2018/05/16T12:29:30       1        87      5.02
            FUV20180516_123047.fits   2018/05/16T12:30:47       1        55     30.02
            FUV20180516_123354.fits   2018/05/16T12:33:54       1        69      0.13
            FUV20180516_123405.fits   2018/05/16T12:34:05       1       128      1.02
            FUV20180516_123430.fits   2018/05/16T12:34:30       1       160      5.02
            FUV20180516_123547.fits   2018/05/16T12:35:47       1        94     30.02
            FUV20180516_123854.fits   2018/05/16T12:38:54       1        36      0.13
            FUV20180516_123902.fits   2018/05/16T12:39:02       1       106      1.02
            FUV20180516_123930.fits   2018/05/16T12:39:30       1        98      5.02
            FUV20180516_124047.fits   2018/05/16T12:40:47       1        59     30.02
            FUV20180516_124354.fits   2018/05/16T12:43:54       1        74      0.13
            FUV20180516_124402.fits   2018/05/16T12:44:02       1        95      1.02
            FUV20180516_124430.fits   2018/05/16T12:44:30       1        97      5.02
            FUV20180516_124547.fits   2018/05/16T12:45:47       1        85     30.02
            FUV20180516_124853.fits   2018/05/16T12:48:53       1        40      0.13
            FUV20180516_124902.fits   2018/05/16T12:49:02       1        56      1.02
            FUV20180516_124930.fits   2018/05/16T12:49:30       1        91      5.02
            FUV20180516_125048.fits   2018/05/16T12:50:48       1        76     30.02
            FUV20180516_125353.fits   2018/05/16T12:53:53       1        38      0.13
            FUV20180516_125403.fits   2018/05/16T12:54:03       1        48      1.02
            FUV20180516_125439.fits   2018/05/16T12:54:39       1        67      5.02
            FUV20180516_125548.fits   2018/05/16T12:55:48       1        83     30.02
            FUV20180516_125854.fits   2018/05/16T12:58:54       1        59      0.13
            FUV20180516_125902.fits   2018/05/16T12:59:02       1        32      1.02
            FUV20180516_125931.fits   2018/05/16T12:59:31       1        67      5.02
            FUV20180516_130048.fits   2018/05/16T13:00:48       1        56     30.02
