#2015/10 Number Pass = 75 (100.000%)
                               file                  time    pass    total5   exptime
            NUV20151022_020737.fits   2015/10/22T02:07:37       1        22      0.05
            NUV20151022_020749.fits   2015/10/22T02:07:49       1        61      1.02
            NUV20151022_020806.fits   2015/10/22T02:08:06       1        68      5.02
            NUV20151022_020852.fits   2015/10/22T02:08:52       1        57     30.02
            NUV20151022_021237.fits   2015/10/22T02:12:37       1        37      0.05
            NUV20151022_021249.fits   2015/10/22T02:12:49       1       184      1.02
            NUV20151022_021306.fits   2015/10/22T02:13:06       1        56      5.02
            NUV20151022_021352.fits   2015/10/22T02:13:52       1        37     30.02
            NUV20151022_021737.fits   2015/10/22T02:17:37       1         6      0.05
            NUV20151022_021749.fits   2015/10/22T02:17:49       1        25      1.02
            NUV20151022_021806.fits   2015/10/22T02:18:06       1        39      5.02
            NUV20151022_021852.fits   2015/10/22T02:18:52       1        52     30.02
            NUV20151022_022237.fits   2015/10/22T02:22:37       1         8      0.05
            NUV20151022_022249.fits   2015/10/22T02:22:49       1        57      1.02
            NUV20151022_022306.fits   2015/10/22T02:23:06       1        42      5.02
            NUV20151022_022352.fits   2015/10/22T02:23:52       1        43     30.02
            NUV20151022_022737.fits   2015/10/22T02:27:37       1         6      0.05
            NUV20151022_022749.fits   2015/10/22T02:27:49       1        28      1.02
            NUV20151022_022806.fits   2015/10/22T02:28:06       1        45      5.02
            NUV20151022_022852.fits   2015/10/22T02:28:52       1        45     30.02
            NUV20151022_023237.fits   2015/10/22T02:32:37       1         9      0.05
            NUV20151022_023249.fits   2015/10/22T02:32:49       1        26      1.02
            NUV20151022_023306.fits   2015/10/22T02:33:06       1        37      5.02
            NUV20151022_023352.fits   2015/10/22T02:33:52       1        65     30.02
            NUV20151022_023737.fits   2015/10/22T02:37:37       1        15      0.05
            NUV20151022_023749.fits   2015/10/22T02:37:49       1        57      1.02
            NUV20151022_023806.fits   2015/10/22T02:38:06       1        48      5.02
            NUV20151022_023852.fits   2015/10/22T02:38:52       1        61     30.02
            NUV20151022_024237.fits   2015/10/22T02:42:37       1        23      0.05
            NUV20151022_024249.fits   2015/10/22T02:42:49       1        89      1.02
            NUV20151022_024306.fits   2015/10/22T02:43:06       1        68      5.02
            NUV20151022_024352.fits   2015/10/22T02:43:52       1        58     30.02
            NUV20151022_024737.fits   2015/10/22T02:47:37       1        32      0.05
            NUV20151022_024749.fits   2015/10/22T02:47:49       1       100      1.02
            NUV20151022_024806.fits   2015/10/22T02:48:06       1        78      5.02
            NUV20151022_024852.fits   2015/10/22T02:48:52       1        45     30.02
            NUV20151022_025237.fits   2015/10/22T02:52:37       1        10      0.05
            NUV20151022_025249.fits   2015/10/22T02:52:49       1       100      1.02
            NUV20151022_025306.fits   2015/10/22T02:53:06       1        68      5.02
            NUV20151022_025352.fits   2015/10/22T02:53:52       1        51     30.02
            NUV20151022_025737.fits   2015/10/22T02:57:37       1        35      0.05
            NUV20151022_025749.fits   2015/10/22T02:57:49       1        76      1.02
            NUV20151022_025806.fits   2015/10/22T02:58:06       1        72      5.02
            NUV20151022_025852.fits   2015/10/22T02:58:52       1        59     30.02
            NUV20151022_030237.fits   2015/10/22T03:02:37       1        12      0.05
            NUV20151022_030249.fits   2015/10/22T03:02:49       1        31      1.02
            NUV20151022_030306.fits   2015/10/22T03:03:06       1        51      5.02
            NUV20151022_030352.fits   2015/10/22T03:03:52       1        60     30.02
            NUV20151022_030737.fits   2015/10/22T03:07:37       1        17      0.05
            NUV20151022_030749.fits   2015/10/22T03:07:49       1        33      1.02
            NUV20151022_030806.fits   2015/10/22T03:08:06       1        48      5.02
            NUV20151022_030852.fits   2015/10/22T03:08:52       1        52     30.02
            NUV20151022_031237.fits   2015/10/22T03:12:37       1        11      0.05
            NUV20151022_031249.fits   2015/10/22T03:12:49       1        23      1.02
            NUV20151022_031306.fits   2015/10/22T03:13:06       1        46      5.02
            NUV20151022_031352.fits   2015/10/22T03:13:52       1        48     30.02
            NUV20151022_031737.fits   2015/10/22T03:17:37       1        14      0.05
            NUV20151022_031749.fits   2015/10/22T03:17:49       1        66      1.02
            NUV20151022_031806.fits   2015/10/22T03:18:06       1        36      5.02
            NUV20151022_031852.fits   2015/10/22T03:18:52       1        51     30.02
            NUV20151022_032237.fits   2015/10/22T03:22:37       1        12      0.05
            NUV20151022_032249.fits   2015/10/22T03:22:49       1        71      1.02
            NUV20151022_032306.fits   2015/10/22T03:23:06       1        48      5.02
            NUV20151022_032352.fits   2015/10/22T03:23:52       1        50     30.02
            NUV20151022_032737.fits   2015/10/22T03:27:37       1        16      0.05
            NUV20151022_032749.fits   2015/10/22T03:27:49       1       129      1.02
            NUV20151022_032806.fits   2015/10/22T03:28:06       1        86      5.02
            NUV20151022_032852.fits   2015/10/22T03:28:52       1        59     30.02
            NUV20151022_033237.fits   2015/10/22T03:32:37       1         9      0.05
            NUV20151022_033249.fits   2015/10/22T03:32:49       1        87      1.02
            NUV20151022_033306.fits   2015/10/22T03:33:06       1        71      5.02
            NUV20151022_033352.fits   2015/10/22T03:33:52       1        34     30.02
            NUV20151022_033737.fits   2015/10/22T03:37:37       1        22      0.05
            NUV20151022_033806.fits   2015/10/22T03:38:06       1        51      5.02
            NUV20151022_033852.fits   2015/10/22T03:38:52       1        55     30.02
