#2017/09 Number Pass = 73 (97.3333%)
                               file                  time    pass    total5   exptime
            FUV20170913_130821.fits   2017/09/13T13:08:21       1         5      0.13
            FUV20170913_130858.fits   2017/09/13T13:08:58       1        41      5.02
            FUV20170913_131006.fits   2017/09/13T13:10:06       1        57     30.02
            FUV20170913_131323.fits   2017/09/13T13:13:23       1         9      0.13
            FUV20170913_131330.fits   2017/09/13T13:13:30       1        34      1.02
            FUV20170913_131358.fits   2017/09/13T13:13:58       1        38      5.02
            FUV20170913_131506.fits   2017/09/13T13:15:06       1        45     30.02
            FUV20170913_131820.fits   2017/09/13T13:18:20       1         6      0.13
            FUV20170913_131830.fits   2017/09/13T13:18:30       1        21      1.02
            FUV20170913_131858.fits   2017/09/13T13:18:58       1        47      5.02
            FUV20170913_132006.fits   2017/09/13T13:20:06       1        58     30.02
            FUV20170913_132321.fits   2017/09/13T13:23:21       1         6      0.14
            FUV20170913_132333.fits   2017/09/13T13:23:33       1        28      1.03
            FUV20170913_132358.fits   2017/09/13T13:23:58       1        45      5.02
            FUV20170913_132506.fits   2017/09/13T13:25:06       1        43     30.02
            FUV20170913_132820.fits   2017/09/13T13:28:20       1        46      0.13
            FUV20170913_132833.fits   2017/09/13T13:28:33       1        80      1.03
            FUV20170913_132857.fits   2017/09/13T13:28:57       1        83      5.02
            FUV20170913_133006.fits   2017/09/13T13:30:06       1       103     30.02
            FUV20170913_133322.fits   2017/09/13T13:33:22       1        52      0.14
            FUV20170913_133339.fits   2017/09/13T13:33:39       1       155      1.02
            FUV20170913_133358.fits   2017/09/13T13:33:58       1        99      5.02
            FUV20170913_133505.fits   2017/09/13T13:35:05       1        54     30.02
            FUV20170913_133823.fits   2017/09/13T13:38:23       1        40      0.14
            FUV20170913_133839.fits   2017/09/13T13:38:39       1       133      1.02
            FUV20170913_133857.fits   2017/09/13T13:38:57       1       100      5.02
            FUV20170913_134007.fits   2017/09/13T13:40:07       1        53     30.02
            FUV20170913_134322.fits   2017/09/13T13:43:22       1        39      0.13
            FUV20170913_134339.fits   2017/09/13T13:43:39       1       120      1.02
            FUV20170913_134359.fits   2017/09/13T13:43:59       1       118      5.02
            FUV20170913_134506.fits   2017/09/13T13:45:06       1        64     30.02
            FUV20170913_134823.fits   2017/09/13T13:48:23       1        55      0.13
            FUV20170913_134839.fits   2017/09/13T13:48:39       1       154      1.02
            FUV20170913_134859.fits   2017/09/13T13:48:59       1        77      5.02
            FUV20170913_135007.fits   2017/09/13T13:50:07       1        50     30.02
            FUV20170913_135323.fits   2017/09/13T13:53:23       1        24      0.13
            FUV20170913_135339.fits   2017/09/13T13:53:39       1        36      1.02
            FUV20170913_135358.fits   2017/09/13T13:53:58       1        54      5.02
            FUV20170913_135506.fits   2017/09/13T13:55:06       1        34     30.02
            FUV20170913_135823.fits   2017/09/13T13:58:23       1        15      0.13
            FUV20170913_135839.fits   2017/09/13T13:58:39       1        26      1.02
            FUV20170913_135857.fits   2017/09/13T13:58:57       1        39      5.02
            FUV20170913_140005.fits   2017/09/13T14:00:05       1        37     30.02
            FUV20170913_140323.fits   2017/09/13T14:03:23       1         7      0.14
            FUV20170913_140332.fits   2017/09/13T14:03:32       1        19      1.02
            FUV20170913_140359.fits   2017/09/13T14:03:59       1        35      5.02
            FUV20170913_140506.fits   2017/09/13T14:05:06       1        49     30.02
            FUV20170913_140823.fits   2017/09/13T14:08:23       1         4      0.13
            FUV20170913_140839.fits   2017/09/13T14:08:39       1        24      1.02
            FUV20170913_140858.fits   2017/09/13T14:08:58       1        37      5.02
            FUV20170913_141006.fits   2017/09/13T14:10:06       1        31     30.02
            FUV20170913_141323.fits   2017/09/13T14:13:23       1        16      0.13
            FUV20170913_141339.fits   2017/09/13T14:13:39       1        33      1.02
            FUV20170913_141359.fits   2017/09/13T14:13:59       1        61      5.02
            FUV20170913_141507.fits   2017/09/13T14:15:07       1        46     30.02
            FUV20170913_141823.fits   2017/09/13T14:18:23       1       167      0.13
            FUV20170913_141830.fits   2017/09/13T14:18:30       0       578      1.02
            FUV20170913_141858.fits   2017/09/13T14:18:58       0       427      5.02
            FUV20170913_142005.fits   2017/09/13T14:20:05       1       221     30.02
            FUV20170913_142323.fits   2017/09/13T14:23:23       1        47      0.13
            FUV20170913_142339.fits   2017/09/13T14:23:39       1       136      1.02
            FUV20170913_142358.fits   2017/09/13T14:23:58       1        88      5.02
            FUV20170913_142507.fits   2017/09/13T14:25:07       1        57     30.02
            FUV20170913_142822.fits   2017/09/13T14:28:22       1        68      0.13
            FUV20170913_142839.fits   2017/09/13T14:28:39       1        84      1.02
            FUV20170913_142858.fits   2017/09/13T14:28:58       1        76      5.02
            FUV20170913_143006.fits   2017/09/13T14:30:06       1        62     30.02
            FUV20170913_143323.fits   2017/09/13T14:33:23       1        58      0.13
            FUV20170913_143339.fits   2017/09/13T14:33:39       1       156      1.02
            FUV20170913_143358.fits   2017/09/13T14:33:58       1       146      5.02
            FUV20170913_143505.fits   2017/09/13T14:35:05       1       114     30.02
            FUV20170913_143823.fits   2017/09/13T14:38:23       1        67      0.13
            FUV20170913_143839.fits   2017/09/13T14:38:39       1        82      1.02
            FUV20170913_143858.fits   2017/09/13T14:38:58       1        68      5.02
            FUV20170913_144006.fits   2017/09/13T14:40:06       1        45     30.02
