#2016/08 Number Pass = 69 (90.7895%)
                               file                  time    pass    total5   exptime
            NUV20160824_061518.fits   2016/08/24T06:15:18       1         6      0.05
            NUV20160824_061530.fits   2016/08/24T06:15:30       1        17      1.02
            NUV20160824_061547.fits   2016/08/24T06:15:47       1        37      5.02
            NUV20160824_061633.fits   2016/08/24T06:16:33       1        29     30.02
            NUV20160824_062018.fits   2016/08/24T06:20:18       1         9      0.05
            NUV20160824_062030.fits   2016/08/24T06:20:30       1         8      1.02
            NUV20160824_062047.fits   2016/08/24T06:20:47       1        26      5.03
            NUV20160824_062133.fits   2016/08/24T06:21:33       1        32     30.02
            NUV20160824_062518.fits   2016/08/24T06:25:18       1        36      0.05
            NUV20160824_062530.fits   2016/08/24T06:25:30       1        28      1.02
            NUV20160824_062547.fits   2016/08/24T06:25:47       1        40      5.03
            NUV20160824_062633.fits   2016/08/24T06:26:33       1        40     30.02
            NUV20160824_063018.fits   2016/08/24T06:30:18       1        43      0.05
            NUV20160824_063030.fits   2016/08/24T06:30:30       1       113      1.02
            NUV20160824_063047.fits   2016/08/24T06:30:47       1        69      5.02
            NUV20160824_063133.fits   2016/08/24T06:31:33       1        48     30.02
            NUV20160824_063518.fits   2016/08/24T06:35:18       1        40      0.05
            NUV20160824_063530.fits   2016/08/24T06:35:30       1        56      1.02
            NUV20160824_063547.fits   2016/08/24T06:35:47       1        56      5.02
            NUV20160824_063633.fits   2016/08/24T06:36:33       1        47     30.02
            NUV20160824_064018.fits   2016/08/24T06:40:18       1        41      0.05
            NUV20160824_064030.fits   2016/08/24T06:40:30       1        79      1.02
            NUV20160824_064047.fits   2016/08/24T06:40:47       1        57      5.02
            NUV20160824_064133.fits   2016/08/24T06:41:33       1        35     30.02
            NUV20160824_064518.fits   2016/08/24T06:45:18       1        24      0.05
            NUV20160824_064530.fits   2016/08/24T06:45:30       1        73      1.02
            NUV20160824_064547.fits   2016/08/24T06:45:47       1        63      5.02
            NUV20160824_064633.fits   2016/08/24T06:46:33       1        59     30.02
            NUV20160824_065018.fits   2016/08/24T06:50:18       1        16      0.05
            NUV20160824_065030.fits   2016/08/24T06:50:30       1        70      1.02
            NUV20160824_065047.fits   2016/08/24T06:50:47       1        55      5.02
            NUV20160824_065133.fits   2016/08/24T06:51:33       1        42     30.02
            NUV20160824_065518.fits   2016/08/24T06:55:18       1        97      0.05
            NUV20160824_065530.fits   2016/08/24T06:55:30       0       306      1.02
            NUV20160824_065547.fits   2016/08/24T06:55:47       0       292      5.02
            NUV20160824_065633.fits   2016/08/24T06:56:33       0       348     30.02
            NUV20160824_070018.fits   2016/08/24T07:00:18       0      1032      0.05
            NUV20160824_070030.fits   2016/08/24T07:00:30       0      1854      1.02
            NUV20160824_070047.fits   2016/08/24T07:00:47       0       895      5.02
            NUV20160824_070133.fits   2016/08/24T07:01:33       0       347     30.02
            NUV20160824_070518.fits   2016/08/24T07:05:18       1        93      0.05
            NUV20160824_070530.fits   2016/08/24T07:05:30       1        72      1.02
            NUV20160824_070547.fits   2016/08/24T07:05:47       1        36      5.02
            NUV20160824_070633.fits   2016/08/24T07:06:33       1        28     30.02
            NUV20160824_071018.fits   2016/08/24T07:10:18       1         8      0.05
            NUV20160824_071030.fits   2016/08/24T07:10:30       1        12      1.02
            NUV20160824_071047.fits   2016/08/24T07:10:47       1        16      5.03
            NUV20160824_071133.fits   2016/08/24T07:11:33       1        24     30.02
            NUV20160824_071518.fits   2016/08/24T07:15:18       1        11      0.05
            NUV20160824_071530.fits   2016/08/24T07:15:30       1        41      1.02
            NUV20160824_071547.fits   2016/08/24T07:15:47       1        35      5.02
            NUV20160824_071633.fits   2016/08/24T07:16:33       1        41     30.02
            NUV20160824_072018.fits   2016/08/24T07:20:18       1        22      0.05
            NUV20160824_072030.fits   2016/08/24T07:20:30       1        76      1.02
            NUV20160824_072047.fits   2016/08/24T07:20:47       1        66      5.02
            NUV20160824_072133.fits   2016/08/24T07:21:33       1        35     30.02
            NUV20160824_072518.fits   2016/08/24T07:25:18       1        33      0.05
            NUV20160824_072530.fits   2016/08/24T07:25:30       1        55      1.02
            NUV20160824_072547.fits   2016/08/24T07:25:47       1        62      5.02
            NUV20160824_072633.fits   2016/08/24T07:26:33       1        43     30.02
            NUV20160824_073018.fits   2016/08/24T07:30:18       1        32      0.05
            NUV20160824_073030.fits   2016/08/24T07:30:30       1       101      1.02
            NUV20160824_073047.fits   2016/08/24T07:30:47       1        40      5.02
            NUV20160824_073133.fits   2016/08/24T07:31:33       1        49     30.02
            NUV20160824_073518.fits   2016/08/24T07:35:18       1        19      0.05
            NUV20160824_073530.fits   2016/08/24T07:35:30       1       113      1.02
            NUV20160824_073547.fits   2016/08/24T07:35:47       1        80      5.02
            NUV20160824_073633.fits   2016/08/24T07:36:33       1        47     30.02
            NUV20160824_074018.fits   2016/08/24T07:40:18       1        24      0.05
            NUV20160824_074030.fits   2016/08/24T07:40:30       1        50      1.02
            NUV20160824_074047.fits   2016/08/24T07:40:47       1        31      5.02
            NUV20160824_074133.fits   2016/08/24T07:41:33       1        28     30.02
            NUV20160824_074518.fits   2016/08/24T07:45:18       1        10      0.05
            NUV20160824_074530.fits   2016/08/24T07:45:30       1        13      1.02
            NUV20160824_074547.fits   2016/08/24T07:45:47       1        26      5.02
            NUV20160824_074633.fits   2016/08/24T07:46:33       1        28     30.02
