#2017/04 Number Pass = 76 (100.000%)
                               file                  time    pass    total5   exptime
            FUV20170420_012850.fits   2017/04/20T01:28:50       1         9      0.16
            FUV20170420_012907.fits   2017/04/20T01:29:07       1        26      1.03
            FUV20170420_012923.fits   2017/04/20T01:29:23       1        37      5.02
            FUV20170420_013032.fits   2017/04/20T01:30:32       1        44     30.02
            FUV20170420_013357.fits   2017/04/20T01:33:57       1        17      0.13
            FUV20170420_013405.fits   2017/04/20T01:34:05       1        85      1.02
            FUV20170420_013424.fits   2017/04/20T01:34:24       1        58      5.02
            FUV20170420_013532.fits   2017/04/20T01:35:32       1        49     30.02
            FUV20170420_013857.fits   2017/04/20T01:38:57       1        50      0.13
            FUV20170420_013906.fits   2017/04/20T01:39:06       1        75      1.02
            FUV20170420_013924.fits   2017/04/20T01:39:24       1        91      5.02
            FUV20170420_014031.fits   2017/04/20T01:40:31       1        50     30.02
            FUV20170420_014356.fits   2017/04/20T01:43:56       1        38      0.13
            FUV20170420_014406.fits   2017/04/20T01:44:06       1       162      1.02
            FUV20170420_014423.fits   2017/04/20T01:44:23       1        94      5.02
            FUV20170420_014532.fits   2017/04/20T01:45:32       1        44     30.02
            FUV20170420_014856.fits   2017/04/20T01:48:56       1        49      0.13
            FUV20170420_014906.fits   2017/04/20T01:49:06       1        73      1.02
            FUV20170420_014923.fits   2017/04/20T01:49:23       1        70      5.02
            FUV20170420_015031.fits   2017/04/20T01:50:31       1        61     30.02
            FUV20170420_015357.fits   2017/04/20T01:53:57       1        63      0.13
            FUV20170420_015406.fits   2017/04/20T01:54:06       1       166      1.02
            FUV20170420_015423.fits   2017/04/20T01:54:23       1       104      5.02
            FUV20170420_015531.fits   2017/04/20T01:55:31       1        61     30.02
            FUV20170420_015856.fits   2017/04/20T01:58:56       1        26      0.13
            FUV20170420_015906.fits   2017/04/20T01:59:06       1        54      1.02
            FUV20170420_015923.fits   2017/04/20T01:59:23       1        63      5.02
            FUV20170420_020031.fits   2017/04/20T02:00:31       1        53     30.02
            FUV20170420_020356.fits   2017/04/20T02:03:56       1        11      0.13
            FUV20170420_020406.fits   2017/04/20T02:04:06       1        23      1.02
            FUV20170420_020424.fits   2017/04/20T02:04:24       1        38      5.02
            FUV20170420_020530.fits   2017/04/20T02:05:30       1        56     30.02
            FUV20170420_020856.fits   2017/04/20T02:08:56       1         9      0.13
            FUV20170420_020907.fits   2017/04/20T02:09:07       1        14      1.02
            FUV20170420_020924.fits   2017/04/20T02:09:24       1        43      5.02
            FUV20170420_021031.fits   2017/04/20T02:10:31       1        51     30.02
            FUV20170420_021356.fits   2017/04/20T02:13:56       1         4      0.13
            FUV20170420_021405.fits   2017/04/20T02:14:05       1        15      1.02
            FUV20170420_021424.fits   2017/04/20T02:14:24       1        37      5.02
            FUV20170420_021530.fits   2017/04/20T02:15:30       1        50     30.02
            FUV20170420_021857.fits   2017/04/20T02:18:57       1         4      0.13
            FUV20170420_021906.fits   2017/04/20T02:19:06       1        34      1.02
            FUV20170420_021923.fits   2017/04/20T02:19:23       1        42      5.02
            FUV20170420_022030.fits   2017/04/20T02:20:30       1        45     30.02
            FUV20170420_022357.fits   2017/04/20T02:23:57       1        17      0.13
            FUV20170420_022406.fits   2017/04/20T02:24:06       1       121      1.02
            FUV20170420_022423.fits   2017/04/20T02:24:23       1        83      5.02
            FUV20170420_022531.fits   2017/04/20T02:25:31       1        55     30.02
            FUV20170420_022857.fits   2017/04/20T02:28:57       1        29      0.13
            FUV20170420_022905.fits   2017/04/20T02:29:05       1       142      1.02
            FUV20170420_022923.fits   2017/04/20T02:29:23       1        65      5.02
            FUV20170420_023031.fits   2017/04/20T02:30:31       1        53     30.02
            FUV20170420_023356.fits   2017/04/20T02:33:56       1        22      0.13
            FUV20170420_023405.fits   2017/04/20T02:34:05       1       215      1.02
            FUV20170420_023424.fits   2017/04/20T02:34:24       1        81      5.02
            FUV20170420_023531.fits   2017/04/20T02:35:31       1        59     30.02
            FUV20170420_023857.fits   2017/04/20T02:38:57       1        44      0.13
            FUV20170420_023905.fits   2017/04/20T02:39:05       1       173      1.02
            FUV20170420_023924.fits   2017/04/20T02:39:24       1        94      5.02
            FUV20170420_024032.fits   2017/04/20T02:40:32       1        51     30.02
            FUV20170420_024357.fits   2017/04/20T02:43:57       1        61      0.13
            FUV20170420_024405.fits   2017/04/20T02:44:05       1       124      1.02
            FUV20170420_024423.fits   2017/04/20T02:44:23       1        81      5.02
            FUV20170420_024531.fits   2017/04/20T02:45:31       1        57     30.02
            FUV20170420_024859.fits   2017/04/20T02:48:59       1         6      0.13
            FUV20170420_024905.fits   2017/04/20T02:49:05       1        41      1.02
            FUV20170420_024924.fits   2017/04/20T02:49:24       1        46      5.02
            FUV20170420_025031.fits   2017/04/20T02:50:31       1        39     30.02
            FUV20170420_025357.fits   2017/04/20T02:53:57       1        16      0.13
            FUV20170420_025407.fits   2017/04/20T02:54:07       1        40      1.02
            FUV20170420_025424.fits   2017/04/20T02:54:24       1        42      5.02
            FUV20170420_025531.fits   2017/04/20T02:55:31       1        44     30.02
            FUV20170420_025859.fits   2017/04/20T02:58:59       1        12      0.13
            FUV20170420_025905.fits   2017/04/20T02:59:05       1        21      1.02
            FUV20170420_025923.fits   2017/04/20T02:59:23       1        32      5.02
            FUV20170420_030030.fits   2017/04/20T03:00:30       1        52     30.02
