#2018/04 Number Pass = 76 (100.000%)
                               file                  time    pass    total5   exptime
            FUV20180418_132852.fits   2018/04/18T13:28:52       1         6      0.13
            FUV20180418_132901.fits   2018/04/18T13:29:01       1        21      1.02
            FUV20180418_132930.fits   2018/04/18T13:29:30       1        49      5.02
            FUV20180418_133049.fits   2018/04/18T13:30:49       1        63     30.02
            FUV20180418_133352.fits   2018/04/18T13:33:52       1         9      0.13
            FUV20180418_133402.fits   2018/04/18T13:34:02       1        24      1.02
            FUV20180418_133430.fits   2018/04/18T13:34:30       1        50      5.02
            FUV20180418_133548.fits   2018/04/18T13:35:48       1        54     30.02
            FUV20180418_133853.fits   2018/04/18T13:38:53       1        31      0.13
            FUV20180418_133902.fits   2018/04/18T13:39:02       1        40      1.02
            FUV20180418_133930.fits   2018/04/18T13:39:30       1        66      5.02
            FUV20180418_134048.fits   2018/04/18T13:40:48       1        67     30.02
            FUV20180418_134352.fits   2018/04/18T13:43:52       1        19      0.13
            FUV20180418_134401.fits   2018/04/18T13:44:01       1       120      1.02
            FUV20180418_134431.fits   2018/04/18T13:44:31       1        94      5.02
            FUV20180418_134548.fits   2018/04/18T13:45:48       1        52     30.02
            FUV20180418_134854.fits   2018/04/18T13:48:54       1        72      0.13
            FUV20180418_134902.fits   2018/04/18T13:49:02       1        97      1.02
            FUV20180418_134930.fits   2018/04/18T13:49:30       1       105      5.02
            FUV20180418_135047.fits   2018/04/18T13:50:47       1        60     30.02
            FUV20180418_135358.fits   2018/04/18T13:53:58       1        55      0.16
            FUV20180418_135407.fits   2018/04/18T13:54:07       1       119      1.02
            FUV20180418_135430.fits   2018/04/18T13:54:30       1       107      5.02
            FUV20180418_135547.fits   2018/04/18T13:55:47       1        64     30.02
            FUV20180418_135854.fits   2018/04/18T13:58:54       1       155      0.13
            FUV20180418_135901.fits   2018/04/18T13:59:01       1       225      1.02
            FUV20180418_135930.fits   2018/04/18T13:59:30       1       135      5.02
            FUV20180418_140047.fits   2018/04/18T14:00:47       1        52     30.02
            FUV20180418_140353.fits   2018/04/18T14:03:53       1        29      0.13
            FUV20180418_140402.fits   2018/04/18T14:04:02       1        50      1.02
            FUV20180418_140439.fits   2018/04/18T14:04:39       1        62      5.02
            FUV20180418_140547.fits   2018/04/18T14:05:47       1        68     30.02
            FUV20180418_140855.fits   2018/04/18T14:08:55       1         7      0.13
            FUV20180418_140901.fits   2018/04/18T14:09:01       1        89      1.02
            FUV20180418_140931.fits   2018/04/18T14:09:31       1        58      5.02
            FUV20180418_141047.fits   2018/04/18T14:10:47       1        67     30.02
            FUV20180418_141352.fits   2018/04/18T14:13:52       1         7      0.13
            FUV20180418_141404.fits   2018/04/18T14:14:04       1        19      1.02
            FUV20180418_141431.fits   2018/04/18T14:14:31       1        50      5.02
            FUV20180418_141548.fits   2018/04/18T14:15:48       1        49     30.02
            FUV20180418_141854.fits   2018/04/18T14:18:54       1         5      0.13
            FUV20180418_141902.fits   2018/04/18T14:19:02       1        27      1.02
            FUV20180418_141931.fits   2018/04/18T14:19:31       1        60      5.02
            FUV20180418_142048.fits   2018/04/18T14:20:48       1        70     30.02
            FUV20180418_142354.fits   2018/04/18T14:23:54       1         9      0.13
            FUV20180418_142402.fits   2018/04/18T14:24:02       1        18      1.02
            FUV20180418_142431.fits   2018/04/18T14:24:31       1        49      5.02
            FUV20180418_142547.fits   2018/04/18T14:25:47       1        63     30.02
            FUV20180418_142852.fits   2018/04/18T14:28:52       1        44      0.13
            FUV20180418_142901.fits   2018/04/18T14:29:01       1        21      1.02
            FUV20180418_142931.fits   2018/04/18T14:29:31       1        49      5.02
            FUV20180418_143047.fits   2018/04/18T14:30:47       1        58     30.02
            FUV20180418_143353.fits   2018/04/18T14:33:53       1        33      0.13
            FUV20180418_143401.fits   2018/04/18T14:34:01       1        79      1.02
            FUV20180418_143431.fits   2018/04/18T14:34:31       1        80      5.02
            FUV20180418_143549.fits   2018/04/18T14:35:49       1        76     30.02
            FUV20180418_143854.fits   2018/04/18T14:38:54       1        89      0.13
            FUV20180418_143902.fits   2018/04/18T14:39:02       1        73      1.02
            FUV20180418_143939.fits   2018/04/18T14:39:39       1        92      5.02
            FUV20180418_144049.fits   2018/04/18T14:40:49       1        40     30.02
            FUV20180418_144353.fits   2018/04/18T14:43:53       1        33      0.13
            FUV20180418_144401.fits   2018/04/18T14:44:01       1       127      1.02
            FUV20180418_144430.fits   2018/04/18T14:44:30       1        86      5.02
            FUV20180418_144547.fits   2018/04/18T14:45:47       1        59     30.02
            FUV20180418_144855.fits   2018/04/18T14:48:55       1        48      0.13
            FUV20180418_144901.fits   2018/04/18T14:49:01       1        96      1.02
            FUV20180418_144931.fits   2018/04/18T14:49:31       1       110      5.02
            FUV20180418_145048.fits   2018/04/18T14:50:48       1        83     30.02
            FUV20180418_145352.fits   2018/04/18T14:53:52       1        18      0.13
            FUV20180418_145401.fits   2018/04/18T14:54:01       1        77      1.02
            FUV20180418_145431.fits   2018/04/18T14:54:31       1        59      5.02
            FUV20180418_145549.fits   2018/04/18T14:55:49       1        65     30.02
            FUV20180418_145853.fits   2018/04/18T14:58:53       1         6      0.13
            FUV20180418_145904.fits   2018/04/18T14:59:04       1        20      1.03
            FUV20180418_145931.fits   2018/04/18T14:59:31       1        40      5.02
            FUV20180418_150049.fits   2018/04/18T15:00:49       1        61     30.02
