#2015/03 Number Pass = 60 (100.000%)
                               file                  time    pass    total5   exptime
            FUV20150313_015647.fits   2015/03/13T01:56:47       1        16      0.13
            FUV20150313_015700.fits   2015/03/13T01:57:00       1       130      1.02
            FUV20150313_015721.fits   2015/03/13T01:57:21       1        67      5.02
            FUV20150313_015832.fits   2015/03/13T01:58:32       1        48     30.02
            FUV20150313_020147.fits   2015/03/13T02:01:47       1        67      0.13
            FUV20150313_020200.fits   2015/03/13T02:02:00       1       123      1.02
            FUV20150313_020221.fits   2015/03/13T02:02:21       1        92      5.02
            FUV20150313_020332.fits   2015/03/13T02:03:32       1        45     30.02
            FUV20150313_020647.fits   2015/03/13T02:06:47       1        76      0.13
            FUV20150313_020700.fits   2015/03/13T02:07:00       1        64      1.02
            FUV20150313_020721.fits   2015/03/13T02:07:21       1        73      5.02
            FUV20150313_020832.fits   2015/03/13T02:08:32       1        53     30.02
            FUV20150313_021147.fits   2015/03/13T02:11:47       1         5      0.13
            FUV20150313_021200.fits   2015/03/13T02:12:00       1        63      1.02
            FUV20150313_021221.fits   2015/03/13T02:12:21       1        50      5.02
            FUV20150313_021332.fits   2015/03/13T02:13:32       1        49     30.02
            FUV20150313_021647.fits   2015/03/13T02:16:47       1        39      0.13
            FUV20150313_021700.fits   2015/03/13T02:17:00       1        24      1.02
            FUV20150313_021721.fits   2015/03/13T02:17:21       1        36      5.02
            FUV20150313_021832.fits   2015/03/13T02:18:32       1        41     30.02
            FUV20150313_022147.fits   2015/03/13T02:21:47       1        24      0.13
            FUV20150313_022200.fits   2015/03/13T02:22:00       1        20      1.03
            FUV20150313_022221.fits   2015/03/13T02:22:21       1        29      5.02
            FUV20150313_022332.fits   2015/03/13T02:23:32       1        39     30.02
            FUV20150313_022647.fits   2015/03/13T02:26:47       1        10      0.13
            FUV20150313_022700.fits   2015/03/13T02:27:00       1        34      1.02
            FUV20150313_022721.fits   2015/03/13T02:27:21       1        39      5.02
            FUV20150313_022832.fits   2015/03/13T02:28:32       1        37     30.02
            FUV20150313_023147.fits   2015/03/13T02:31:47       1        11      0.13
            FUV20150313_023200.fits   2015/03/13T02:32:00       1        26      1.03
            FUV20150313_023221.fits   2015/03/13T02:32:21       1        33      5.02
            FUV20150313_023332.fits   2015/03/13T02:33:32       1        25     30.02
            FUV20150313_023647.fits   2015/03/13T02:36:47       1         7      0.13
            FUV20150313_023700.fits   2015/03/13T02:37:00       1        64      1.03
            FUV20150313_023721.fits   2015/03/13T02:37:21       1        53      5.02
            FUV20150313_023832.fits   2015/03/13T02:38:32       1        43     30.02
            FUV20150313_030147.fits   2015/03/13T03:01:47       1        51      0.13
            FUV20150313_030200.fits   2015/03/13T03:02:00       1        44      1.03
            FUV20150313_030221.fits   2015/03/13T03:02:21       1        63      5.02
            FUV20150313_030332.fits   2015/03/13T03:03:32       1        53     30.02
            FUV20150313_030647.fits   2015/03/13T03:06:47       1        44      0.13
            FUV20150313_030700.fits   2015/03/13T03:07:00       1        23      1.03
            FUV20150313_030721.fits   2015/03/13T03:07:21       1        42      5.02
            FUV20150313_030832.fits   2015/03/13T03:08:32       1        45     30.02
            FUV20150313_031147.fits   2015/03/13T03:11:47       1         4      0.13
            FUV20150313_031200.fits   2015/03/13T03:12:00       1        28      1.03
            FUV20150313_031221.fits   2015/03/13T03:12:21       1        41      5.02
            FUV20150313_031332.fits   2015/03/13T03:13:32       1        44     30.02
            FUV20150313_031647.fits   2015/03/13T03:16:47       1         5      0.13
            FUV20150313_031700.fits   2015/03/13T03:17:00       1        25      1.02
            FUV20150313_031721.fits   2015/03/13T03:17:21       1        35      5.02
            FUV20150313_031832.fits   2015/03/13T03:18:32       1        46     30.02
            FUV20150313_032147.fits   2015/03/13T03:21:47       1         7      0.13
            FUV20150313_032200.fits   2015/03/13T03:22:00       1        13      1.02
            FUV20150313_032221.fits   2015/03/13T03:22:21       1        59      5.02
            FUV20150313_032332.fits   2015/03/13T03:23:32       1        43     30.02
            FUV20150313_032647.fits   2015/03/13T03:26:47       1        15      0.13
            FUV20150313_032700.fits   2015/03/13T03:27:00       1       129      1.02
            FUV20150313_032721.fits   2015/03/13T03:27:21       1        61      5.02
            FUV20150313_032832.fits   2015/03/13T03:28:32       1        35     30.02
