#2017/01 Number Pass = 51 (100.000%)
                               file                  time    pass    total5   exptime
            NUV20170112_005953.fits   2017/01/12T00:59:53       1        21      0.09
            NUV20170112_010006.fits   2017/01/12T01:00:06       1        78      1.03
            NUV20170112_010023.fits   2017/01/12T01:00:23       1        63      5.02
            NUV20170112_010109.fits   2017/01/12T01:01:09       1        74     30.02
            NUV20170112_010454.fits   2017/01/12T01:04:54       1         6      0.11
            NUV20170112_010506.fits   2017/01/12T01:05:06       1        50      1.04
            NUV20170112_010523.fits   2017/01/12T01:05:23       1        61      5.02
            NUV20170112_010608.fits   2017/01/12T01:06:08       1        45     30.02
            NUV20170112_010953.fits   2017/01/12T01:09:53       1        19      0.05
            NUV20170112_011006.fits   2017/01/12T01:10:06       1        45      1.04
            NUV20170112_011023.fits   2017/01/12T01:10:23       1        48      5.02
            NUV20170112_011109.fits   2017/01/12T01:11:09       1        60     30.02
            NUV20170112_011453.fits   2017/01/12T01:14:53       1         9      0.06
            NUV20170112_011506.fits   2017/01/12T01:15:06       1       122      1.02
            NUV20170112_011523.fits   2017/01/12T01:15:23       1        34      5.02
            NUV20170112_011609.fits   2017/01/12T01:16:09       1        52     30.02
            NUV20170112_011953.fits   2017/01/12T01:19:53       1         5      0.08
            NUV20170112_012006.fits   2017/01/12T01:20:06       1        40      1.02
            NUV20170112_012023.fits   2017/01/12T01:20:23       1        44      5.02
            NUV20170112_012109.fits   2017/01/12T01:21:09       1        50     30.02
            NUV20170112_012453.fits   2017/01/12T01:24:53       1        14      0.05
            NUV20170112_012506.fits   2017/01/12T01:25:06       1        69      1.03
            NUV20170112_012523.fits   2017/01/12T01:25:23       1        55      5.02
            NUV20170112_012609.fits   2017/01/12T01:26:09       1        38     30.02
            NUV20170112_012954.fits   2017/01/12T01:29:54       1        70      0.10
            NUV20170112_013006.fits   2017/01/12T01:30:06       1       214      1.02
            NUV20170112_013023.fits   2017/01/12T01:30:23       1       122      5.02
            NUV20170112_013109.fits   2017/01/12T01:31:09       1        66     30.02
            NUV20170112_013454.fits   2017/01/12T01:34:54       1        19      0.09
            NUV20170112_013506.fits   2017/01/12T01:35:06       1        96      1.04
            NUV20170112_013523.fits   2017/01/12T01:35:23       1        72      5.02
            NUV20170112_013609.fits   2017/01/12T01:36:09       1        65     30.02
            NUV20170112_013953.fits   2017/01/12T01:39:53       1        64      0.06
            NUV20170112_014006.fits   2017/01/12T01:40:06       1        98      1.05
            NUV20170112_014109.fits   2017/01/12T01:41:09       1        35     30.02
            NUV20170112_014453.fits   2017/01/12T01:44:53       1        45      0.05
            NUV20170112_014506.fits   2017/01/12T01:45:06       1       168      1.03
            NUV20170112_014523.fits   2017/01/12T01:45:23       1        98      5.02
            NUV20170112_014609.fits   2017/01/12T01:46:09       1        71     30.02
            NUV20170112_014953.fits   2017/01/12T01:49:53       1        39      0.06
            NUV20170112_015006.fits   2017/01/12T01:50:06       1        85      1.03
            NUV20170112_015023.fits   2017/01/12T01:50:23       1        85      5.02
            NUV20170112_015109.fits   2017/01/12T01:51:09       1        56     30.02
            NUV20170112_015453.fits   2017/01/12T01:54:53       1        63      0.05
            NUV20170112_015506.fits   2017/01/12T01:55:06       1        43      1.05
            NUV20170112_015523.fits   2017/01/12T01:55:23       1        65      5.02
            NUV20170112_015608.fits   2017/01/12T01:56:08       1        96     30.02
            NUV20170112_015953.fits   2017/01/12T01:59:53       1        20      0.06
            NUV20170112_020006.fits   2017/01/12T02:00:06       1        48      1.04
            NUV20170112_020023.fits   2017/01/12T02:00:23       1        68      5.02
            NUV20170112_020109.fits   2017/01/12T02:01:09       1        83     30.02
