#2015/09 Number Pass = 76 (100.000%)
                               file                  time    pass    total5   exptime
            FUV20150924_004956.fits   2015/09/24T00:49:56       1        24      0.19
            FUV20150924_005009.fits   2015/09/24T00:50:09       1        33      1.02
            FUV20150924_005030.fits   2015/09/24T00:50:30       1        47      5.02
            FUV20150924_005141.fits   2015/09/24T00:51:41       1        48     30.02
            FUV20150924_005456.fits   2015/09/24T00:54:56       1        13      0.13
            FUV20150924_005509.fits   2015/09/24T00:55:09       1        33      1.02
            FUV20150924_005530.fits   2015/09/24T00:55:30       1        45      5.02
            FUV20150924_005641.fits   2015/09/24T00:56:41       1        41     30.02
            FUV20150924_005956.fits   2015/09/24T00:59:56       1         8      0.13
            FUV20150924_010009.fits   2015/09/24T01:00:09       1        29      1.02
            FUV20150924_010030.fits   2015/09/24T01:00:30       1        62      5.02
            FUV20150924_010141.fits   2015/09/24T01:01:41       1        55     30.02
            FUV20150924_010456.fits   2015/09/24T01:04:56       1        15      0.13
            FUV20150924_010509.fits   2015/09/24T01:05:09       1        56      1.03
            FUV20150924_010530.fits   2015/09/24T01:05:30       1        52      5.02
            FUV20150924_010641.fits   2015/09/24T01:06:41       1        42     30.02
            FUV20150924_010956.fits   2015/09/24T01:09:56       1        71      0.13
            FUV20150924_011009.fits   2015/09/24T01:10:09       1       157      1.03
            FUV20150924_011030.fits   2015/09/24T01:10:30       1        94      5.02
            FUV20150924_011141.fits   2015/09/24T01:11:41       1        55     30.02
            FUV20150924_011456.fits   2015/09/24T01:14:56       1        25      0.13
            FUV20150924_011509.fits   2015/09/24T01:15:09       1        81      1.03
            FUV20150924_011530.fits   2015/09/24T01:15:30       1        66      5.02
            FUV20150924_011641.fits   2015/09/24T01:16:41       1        52     30.02
            FUV20150924_011956.fits   2015/09/24T01:19:56       1        18      0.13
            FUV20150924_012009.fits   2015/09/24T01:20:09       1        87      1.03
            FUV20150924_012030.fits   2015/09/24T01:20:30       1        63      5.02
            FUV20150924_012141.fits   2015/09/24T01:21:41       1        52     30.02
            FUV20150924_012456.fits   2015/09/24T01:24:56       1        29      0.13
            FUV20150924_012509.fits   2015/09/24T01:25:09       1        78      1.02
            FUV20150924_012530.fits   2015/09/24T01:25:30       1        79      5.02
            FUV20150924_012641.fits   2015/09/24T01:26:41       1        56     30.02
            FUV20150924_012956.fits   2015/09/24T01:29:56       1        31      0.13
            FUV20150924_013009.fits   2015/09/24T01:30:09       1        93      1.03
            FUV20150924_013030.fits   2015/09/24T01:30:30       1        68      5.02
            FUV20150924_013141.fits   2015/09/24T01:31:41       1        42     30.02
            FUV20150924_013456.fits   2015/09/24T01:34:56       1        11      0.13
            FUV20150924_013509.fits   2015/09/24T01:35:09       1        48      1.02
            FUV20150924_013530.fits   2015/09/24T01:35:30       1        41      5.02
            FUV20150924_013641.fits   2015/09/24T01:36:41       1        42     30.02
            FUV20150924_013956.fits   2015/09/24T01:39:56       1         8      0.13
            FUV20150924_014009.fits   2015/09/24T01:40:09       1        61      1.03
            FUV20150924_014030.fits   2015/09/24T01:40:30       1        49      5.02
            FUV20150924_014141.fits   2015/09/24T01:41:41       1        34     30.02
            FUV20150924_014456.fits   2015/09/24T01:44:56       1        17      0.13
            FUV20150924_014509.fits   2015/09/24T01:45:09       1        35      1.03
            FUV20150924_014530.fits   2015/09/24T01:45:30       1        47      5.02
            FUV20150924_014641.fits   2015/09/24T01:46:41       1        48     30.02
            FUV20150924_014956.fits   2015/09/24T01:49:56       1         5      0.13
            FUV20150924_015009.fits   2015/09/24T01:50:09       1        24      1.02
            FUV20150924_015030.fits   2015/09/24T01:50:30       1        53      5.02
            FUV20150924_015141.fits   2015/09/24T01:51:41       1        45     30.02
            FUV20150924_015456.fits   2015/09/24T01:54:56       1        34      0.13
            FUV20150924_015509.fits   2015/09/24T01:55:09       1        67      1.03
            FUV20150924_015530.fits   2015/09/24T01:55:30       1        68      5.02
            FUV20150924_015641.fits   2015/09/24T01:56:41       1        52     30.02
            FUV20150924_015956.fits   2015/09/24T01:59:56       1        26      0.13
            FUV20150924_020009.fits   2015/09/24T02:00:09       1       122      1.03
            FUV20150924_020030.fits   2015/09/24T02:00:30       1        81      5.02
            FUV20150924_020141.fits   2015/09/24T02:01:41       1        52     30.02
            FUV20150924_020456.fits   2015/09/24T02:04:56       1        40      0.13
            FUV20150924_020509.fits   2015/09/24T02:05:09       1        71      1.03
            FUV20150924_020530.fits   2015/09/24T02:05:30       1        59      5.02
            FUV20150924_020641.fits   2015/09/24T02:06:41       1        50     30.02
            FUV20150924_020956.fits   2015/09/24T02:09:56       1        39      0.13
            FUV20150924_021009.fits   2015/09/24T02:10:09       1       128      1.02
            FUV20150924_021030.fits   2015/09/24T02:10:30       1        96      5.02
            FUV20150924_021141.fits   2015/09/24T02:11:41       1        43     30.02
            FUV20150924_021456.fits   2015/09/24T02:14:56       1        60      0.13
            FUV20150924_021509.fits   2015/09/24T02:15:09       1       129      1.03
            FUV20150924_021530.fits   2015/09/24T02:15:30       1       110      5.02
            FUV20150924_021641.fits   2015/09/24T02:16:41       1        59     30.02
            FUV20150924_021956.fits   2015/09/24T02:19:56       1        30      0.13
            FUV20150924_022009.fits   2015/09/24T02:20:09       1        57      1.03
            FUV20150924_022030.fits   2015/09/24T02:20:30       1        58      5.02
            FUV20150924_022141.fits   2015/09/24T02:21:41       1        49     30.02
