#2015/01 Number Pass = 34 (77.2727%)
                               file                  time    pass    total5   exptime
            FUV20150114_205041.fits   2015/01/14T20:50:41       1         9      0.13
            FUV20150114_205054.fits   2015/01/14T20:50:54       1        28      1.03
            FUV20150114_205115.fits   2015/01/14T20:51:15       1        55      5.02
            FUV20150114_205226.fits   2015/01/14T20:52:26       1        55     30.02
            FUV20150114_205541.fits   2015/01/14T20:55:41       1        32      0.13
            FUV20150114_205554.fits   2015/01/14T20:55:54       1        23      1.02
            FUV20150114_205615.fits   2015/01/14T20:56:15       1        47      5.02
            FUV20150114_205726.fits   2015/01/14T20:57:26       1        36     30.02
            FUV20150114_210041.fits   2015/01/14T21:00:41       0      1482      0.13
            FUV20150114_210054.fits   2015/01/14T21:00:54       0      3494      1.03
            FUV20150114_210115.fits   2015/01/14T21:01:15       0      2018      5.02
            FUV20150114_210226.fits   2015/01/14T21:02:26       0       801     30.02
            FUV20150114_210541.fits   2015/01/14T21:05:41       0      7834      0.13
            FUV20150114_210554.fits   2015/01/14T21:05:54       0     12424      1.03
            FUV20150114_210615.fits   2015/01/14T21:06:15       0      4161      5.02
            FUV20150114_210726.fits   2015/01/14T21:07:26       0       942     30.02
            FUV20150114_211041.fits   2015/01/14T21:10:41       0       314      0.13
            FUV20150114_211054.fits   2015/01/14T21:10:54       0       535      1.02
            FUV20150114_211115.fits   2015/01/14T21:11:15       1       192      5.02
            FUV20150114_211226.fits   2015/01/14T21:12:26       1        39     30.02
            FUV20150114_211541.fits   2015/01/14T21:15:41       1        42      0.13
            FUV20150114_211554.fits   2015/01/14T21:15:54       1        68      1.03
            FUV20150114_211615.fits   2015/01/14T21:16:15       1        84      5.02
            FUV20150114_211726.fits   2015/01/14T21:17:26       1        61     30.02
            FUV20150114_212041.fits   2015/01/14T21:20:41       1        31      0.13
            FUV20150114_212054.fits   2015/01/14T21:20:54       1        72      1.03
            FUV20150114_212115.fits   2015/01/14T21:21:15       1        78      5.02
            FUV20150114_212226.fits   2015/01/14T21:22:26       1        55     30.02
            FUV20150114_212541.fits   2015/01/14T21:25:41       1        27      0.13
            FUV20150114_212554.fits   2015/01/14T21:25:54       1        83      1.03
            FUV20150114_212615.fits   2015/01/14T21:26:15       1        90      5.02
            FUV20150114_212726.fits   2015/01/14T21:27:26       1        49     30.02
            FUV20150114_213041.fits   2015/01/14T21:30:41       1        31      0.13
            FUV20150114_213054.fits   2015/01/14T21:30:54       1        80      1.02
            FUV20150114_213115.fits   2015/01/14T21:31:15       1        73      5.02
            FUV20150114_213226.fits   2015/01/14T21:32:26       1        67     30.02
            FUV20150114_213541.fits   2015/01/14T21:35:41       1        52      0.13
            FUV20150114_213554.fits   2015/01/14T21:35:54       1        72      1.02
            FUV20150114_213615.fits   2015/01/14T21:36:15       1        75      5.02
            FUV20150114_213726.fits   2015/01/14T21:37:26       1        59     30.02
            FUV20150114_214041.fits   2015/01/14T21:40:41       1        49      0.13
            FUV20150114_214054.fits   2015/01/14T21:40:54       1        36      1.03
            FUV20150114_214115.fits   2015/01/14T21:41:15       1        56      5.02
            FUV20150114_214226.fits   2015/01/14T21:42:26       1        67     30.02
