#2018/09 Number Pass = 74 (98.6667%)
                               file                  time    pass    total5   exptime
            FUV20180913_111153.fits   2018/09/13T11:11:53       1        87      0.13
            FUV20180913_111230.fits   2018/09/13T11:12:30       1        45      5.02
            FUV20180913_111349.fits   2018/09/13T11:13:49       1        37     30.02
            FUV20180913_111655.fits   2018/09/13T11:16:55       1        12      0.13
            FUV20180913_111702.fits   2018/09/13T11:17:02       1        92      1.02
            FUV20180913_111731.fits   2018/09/13T11:17:31       1        28      5.02
            FUV20180913_111847.fits   2018/09/13T11:18:47       1        22     30.02
            FUV20180913_112157.fits   2018/09/13T11:21:57       1        29      0.13
            FUV20180913_112205.fits   2018/09/13T11:22:05       1        52      1.02
            FUV20180913_112231.fits   2018/09/13T11:22:31       1        55      5.02
            FUV20180913_112347.fits   2018/09/13T11:23:47       1        32     30.02
            FUV20180913_112654.fits   2018/09/13T11:26:54       1       149      0.15
            FUV20180913_112704.fits   2018/09/13T11:27:04       1       238      1.03
            FUV20180913_112730.fits   2018/09/13T11:27:30       1       133      5.02
            FUV20180913_112849.fits   2018/09/13T11:28:49       1        65     30.02
            FUV20180913_113155.fits   2018/09/13T11:31:55       1        62      0.13
            FUV20180913_113203.fits   2018/09/13T11:32:03       1       145      1.02
            FUV20180913_113230.fits   2018/09/13T11:32:30       1        96      5.02
            FUV20180913_113349.fits   2018/09/13T11:33:49       1        54     30.02
            FUV20180913_113656.fits   2018/09/13T11:36:56       1        66      0.13
            FUV20180913_113702.fits   2018/09/13T11:37:02       1       113      1.02
            FUV20180913_113730.fits   2018/09/13T11:37:30       1        80      5.02
            FUV20180913_113847.fits   2018/09/13T11:38:47       1        52     30.02
            FUV20180913_114154.fits   2018/09/13T11:41:54       1        97      0.14
            FUV20180913_114205.fits   2018/09/13T11:42:05       1       115      1.02
            FUV20180913_114231.fits   2018/09/13T11:42:31       1        82      5.02
            FUV20180913_114348.fits   2018/09/13T11:43:48       1        63     30.02
            FUV20180913_114655.fits   2018/09/13T11:46:55       1        29      0.13
            FUV20180913_114702.fits   2018/09/13T11:47:02       1       121      1.02
            FUV20180913_114730.fits   2018/09/13T11:47:30       1        57      5.02
            FUV20180913_114840.fits   2018/09/13T11:48:40       1        32     30.02
            FUV20180913_115153.fits   2018/09/13T11:51:53       1        16      0.13
            FUV20180913_115203.fits   2018/09/13T11:52:03       1        21      1.02
            FUV20180913_115230.fits   2018/09/13T11:52:30       1        28      5.02
            FUV20180913_115348.fits   2018/09/13T11:53:48       1        33     30.02
            FUV20180913_115654.fits   2018/09/13T11:56:54       1         4      0.13
            FUV20180913_115703.fits   2018/09/13T11:57:03       1        27      1.02
            FUV20180913_115730.fits   2018/09/13T11:57:30       1        25      5.02
            FUV20180913_115847.fits   2018/09/13T11:58:47       1        34     30.02
            FUV20180913_120154.fits   2018/09/13T12:01:54       1         7      0.13
            FUV20180913_120204.fits   2018/09/13T12:02:04       1        32      1.02
            FUV20180913_120230.fits   2018/09/13T12:02:30       1        23      5.02
            FUV20180913_120348.fits   2018/09/13T12:03:48       1        37     30.02
            FUV20180913_120653.fits   2018/09/13T12:06:53       1        14      0.13
            FUV20180913_120706.fits   2018/09/13T12:07:06       1        22      1.02
            FUV20180913_120730.fits   2018/09/13T12:07:30       1        35      5.02
            FUV20180913_120840.fits   2018/09/13T12:08:40       1        40     30.02
            FUV20180913_121156.fits   2018/09/13T12:11:56       1        37      0.13
            FUV20180913_121202.fits   2018/09/13T12:12:02       1       106      1.02
            FUV20180913_121231.fits   2018/09/13T12:12:31       1        61      5.02
            FUV20180913_121347.fits   2018/09/13T12:13:47       1        59     30.02
            FUV20180913_121657.fits   2018/09/13T12:16:57       1        49      0.13
            FUV20180913_121703.fits   2018/09/13T12:17:03       0        23      1.02
            FUV20180913_121732.fits   2018/09/13T12:17:32       1        72      5.02
            FUV20180913_121849.fits   2018/09/13T12:18:49       1        64     30.02
            FUV20180913_122154.fits   2018/09/13T12:21:54       1        42      0.13
            FUV20180913_122203.fits   2018/09/13T12:22:03       1       140      1.02
            FUV20180913_122230.fits   2018/09/13T12:22:30       1        83      5.02
            FUV20180913_122348.fits   2018/09/13T12:23:48       1        57     30.02
            FUV20180913_122654.fits   2018/09/13T12:26:54       1        65      0.13
            FUV20180913_122702.fits   2018/09/13T12:27:02       1       100      1.02
            FUV20180913_122731.fits   2018/09/13T12:27:31       1        94      5.02
            FUV20180913_122848.fits   2018/09/13T12:28:48       1        57     30.02
            FUV20180913_123156.fits   2018/09/13T12:31:56       1       179      0.13
            FUV20180913_123203.fits   2018/09/13T12:32:03       1       267      1.02
            FUV20180913_123230.fits   2018/09/13T12:32:30       1       102      5.02
            FUV20180913_123347.fits   2018/09/13T12:33:47       1        52     30.02
            FUV20180913_123656.fits   2018/09/13T12:36:56       1        24      0.14
            FUV20180913_123702.fits   2018/09/13T12:37:02       1        21      1.02
            FUV20180913_123730.fits   2018/09/13T12:37:30       1        42      5.02
            FUV20180913_123847.fits   2018/09/13T12:38:47       1        31     30.02
            FUV20180913_124154.fits   2018/09/13T12:41:54       1        11      0.14
            FUV20180913_124203.fits   2018/09/13T12:42:03       1        21      1.02
            FUV20180913_124230.fits   2018/09/13T12:42:30       1        23      5.02
            FUV20180913_124347.fits   2018/09/13T12:43:47       1        28     30.02
