#2018/03 Number Pass = 74 (97.3684%)
                               file                  time    pass    total5   exptime
            FUV20180322_001902.fits   2018/03/22T00:19:02       1        24      0.16
            FUV20180322_001928.fits   2018/03/22T00:19:28       1        29      1.02
            FUV20180322_001946.fits   2018/03/22T00:19:46       1        51      5.02
            FUV20180322_002054.fits   2018/03/22T00:20:54       1        53     30.02
            FUV20180322_002401.fits   2018/03/22T00:24:01       1        98      0.13
            FUV20180322_002429.fits   2018/03/22T00:24:29       1        13      1.02
            FUV20180322_002446.fits   2018/03/22T00:24:46       1        53      5.02
            FUV20180322_002554.fits   2018/03/22T00:25:54       1        31     30.02
            FUV20180322_002901.fits   2018/03/22T00:29:01       1        14      0.14
            FUV20180322_002921.fits   2018/03/22T00:29:21       1        34      1.02
            FUV20180322_002947.fits   2018/03/22T00:29:47       1        55      5.02
            FUV20180322_003055.fits   2018/03/22T00:30:55       1        45     30.02
            FUV20180322_003402.fits   2018/03/22T00:34:02       1         6      0.13
            FUV20180322_003429.fits   2018/03/22T00:34:29       1        36      1.02
            FUV20180322_003447.fits   2018/03/22T00:34:47       1        56      5.02
            FUV20180322_003554.fits   2018/03/22T00:35:54       1        48     30.02
            FUV20180322_003901.fits   2018/03/22T00:39:01       1        13      0.14
            FUV20180322_003921.fits   2018/03/22T00:39:21       1        42      1.02
            FUV20180322_003947.fits   2018/03/22T00:39:47       1        57      5.02
            FUV20180322_004054.fits   2018/03/22T00:40:54       1        66     30.02
            FUV20180322_004401.fits   2018/03/22T00:44:01       1        55      0.13
            FUV20180322_004429.fits   2018/03/22T00:44:29       1        84      1.02
            FUV20180322_004446.fits   2018/03/22T00:44:46       1        80      5.02
            FUV20180322_004554.fits   2018/03/22T00:45:54       1       123     30.02
            FUV20180322_004901.fits   2018/03/22T00:49:01       1        45      0.13
            FUV20180322_004929.fits   2018/03/22T00:49:29       1       134      1.02
            FUV20180322_004947.fits   2018/03/22T00:49:47       1        79      5.02
            FUV20180322_005054.fits   2018/03/22T00:50:54       1        58     30.02
            FUV20180322_005400.fits   2018/03/22T00:54:00       1        59      0.13
            FUV20180322_005429.fits   2018/03/22T00:54:29       1       117      1.02
            FUV20180322_005447.fits   2018/03/22T00:54:47       1        88      5.02
            FUV20180322_005555.fits   2018/03/22T00:55:55       1        63     30.02
            FUV20180322_005902.fits   2018/03/22T00:59:02       1        49      0.13
            FUV20180322_005929.fits   2018/03/22T00:59:29       0       528      1.02
            FUV20180322_005947.fits   2018/03/22T00:59:47       1        91      5.02
            FUV20180322_010054.fits   2018/03/22T01:00:54       0        62     30.02
            FUV20180322_010400.fits   2018/03/22T01:04:00       1        44      0.13
            FUV20180322_010429.fits   2018/03/22T01:04:29       1        92      1.02
            FUV20180322_010446.fits   2018/03/22T01:04:46       1       108      5.02
            FUV20180322_010554.fits   2018/03/22T01:05:54       1        67     30.02
            FUV20180322_010901.fits   2018/03/22T01:09:01       1         7      0.13
            FUV20180322_010921.fits   2018/03/22T01:09:21       1       127      1.02
            FUV20180322_010947.fits   2018/03/22T01:09:47       1        61      5.02
            FUV20180322_011055.fits   2018/03/22T01:10:55       1        58     30.02
            FUV20180322_011400.fits   2018/03/22T01:14:00       1         6      0.13
            FUV20180322_011429.fits   2018/03/22T01:14:29       1        44      1.02
            FUV20180322_011447.fits   2018/03/22T01:14:47       1        51      5.02
            FUV20180322_011554.fits   2018/03/22T01:15:54       1        76     30.02
            FUV20180322_011904.fits   2018/03/22T01:19:04       1         7      0.14
            FUV20180322_011929.fits   2018/03/22T01:19:29       1        12      1.02
            FUV20180322_011947.fits   2018/03/22T01:19:47       1        49      5.02
            FUV20180322_012054.fits   2018/03/22T01:20:54       1        85     30.02
            FUV20180322_012400.fits   2018/03/22T01:24:00       1         8      0.13
            FUV20180322_012429.fits   2018/03/22T01:24:29       1        17      1.02
            FUV20180322_012446.fits   2018/03/22T01:24:46       1        51      5.02
            FUV20180322_012554.fits   2018/03/22T01:25:54       1        70     30.02
            FUV20180322_012909.fits   2018/03/22T01:29:09       1        28      0.13
            FUV20180322_012921.fits   2018/03/22T01:29:21       1        77      1.02
            FUV20180322_012946.fits   2018/03/22T01:29:46       1        89      5.02
            FUV20180322_013054.fits   2018/03/22T01:30:54       1        58     30.02
            FUV20180322_013401.fits   2018/03/22T01:34:01       1        47      0.13
            FUV20180322_013429.fits   2018/03/22T01:34:29       1       127      1.02
            FUV20180322_013447.fits   2018/03/22T01:34:47       1        79      5.02
            FUV20180322_013554.fits   2018/03/22T01:35:54       1        75     30.02
            FUV20180322_013901.fits   2018/03/22T01:39:01       1        25      0.13
            FUV20180322_013929.fits   2018/03/22T01:39:29       1       174      1.02
            FUV20180322_013947.fits   2018/03/22T01:39:47       1        92      5.02
            FUV20180322_014054.fits   2018/03/22T01:40:54       1        47     30.02
            FUV20180322_014400.fits   2018/03/22T01:44:00       1        96      0.13
            FUV20180322_014429.fits   2018/03/22T01:44:29       1       118      1.02
            FUV20180322_014447.fits   2018/03/22T01:44:47       1       100      5.02
            FUV20180322_014554.fits   2018/03/22T01:45:54       1        75     30.02
            FUV20180322_014902.fits   2018/03/22T01:49:02       1        75      0.13
            FUV20180322_014929.fits   2018/03/22T01:49:29       1       221      1.02
            FUV20180322_014947.fits   2018/03/22T01:49:47       1       136      5.02
            FUV20180322_015054.fits   2018/03/22T01:50:54       1        59     30.02
