#2017/12 Number Pass = 52 (100.000%)
                               file                  time    pass    total5   exptime
            NUV20171228_003437.fits   2017/12/28T00:34:37       1        28      0.05
            NUV20171228_003441.fits   2017/12/28T00:34:41       1        61      1.04
            NUV20171228_003504.fits   2017/12/28T00:35:04       1        90      5.02
            NUV20171228_003541.fits   2017/12/28T00:35:41       1        73     30.02
            NUV20171228_003937.fits   2017/12/28T00:39:37       1        11      0.06
            NUV20171228_003948.fits   2017/12/28T00:39:48       1        36      1.04
            NUV20171228_004004.fits   2017/12/28T00:40:04       1        82      5.02
            NUV20171228_004042.fits   2017/12/28T00:40:42       1        98     30.02
            NUV20171228_004436.fits   2017/12/28T00:44:36       1         8      0.05
            NUV20171228_004449.fits   2017/12/28T00:44:49       1        27      1.05
            NUV20171228_004504.fits   2017/12/28T00:45:04       1        69      5.02
            NUV20171228_004542.fits   2017/12/28T00:45:42       1        69     30.02
            NUV20171228_004930.fits   2017/12/28T00:49:30       1        11      0.09
            NUV20171228_004940.fits   2017/12/28T00:49:40       1        34      1.05
            NUV20171228_005005.fits   2017/12/28T00:50:05       1        67      5.02
            NUV20171228_005042.fits   2017/12/28T00:50:42       1        46     30.02
            NUV20171228_005439.fits   2017/12/28T00:54:39       1        30      0.09
            NUV20171228_005440.fits   2017/12/28T00:54:40       1        74      1.05
            NUV20171228_005504.fits   2017/12/28T00:55:04       1        83      5.02
            NUV20171228_005543.fits   2017/12/28T00:55:43       1        72     30.02
            NUV20171228_005939.fits   2017/12/28T00:59:39       1        24      0.09
            NUV20171228_005940.fits   2017/12/28T00:59:40       1        53      1.03
            NUV20171228_010006.fits   2017/12/28T01:00:06       1        71      5.02
            NUV20171228_010045.fits   2017/12/28T01:00:45       1        73     30.02
            NUV20171228_010430.fits   2017/12/28T01:04:30       1        50      0.09
            NUV20171228_010447.fits   2017/12/28T01:04:47       1       133      1.02
            NUV20171228_010505.fits   2017/12/28T01:05:05       1       102      5.02
            NUV20171228_010542.fits   2017/12/28T01:05:42       1        58     30.02
            NUV20171228_010930.fits   2017/12/28T01:09:30       1        42      0.09
            NUV20171228_010949.fits   2017/12/28T01:09:49       1       107      1.02
            NUV20171228_011006.fits   2017/12/28T01:10:06       1       111      5.02
            NUV20171228_011042.fits   2017/12/28T01:10:42       1        53     30.02
            NUV20171228_011433.fits   2017/12/28T01:14:33       1        56      0.11
            NUV20171228_011448.fits   2017/12/28T01:14:48       1       100      1.04
            NUV20171228_011504.fits   2017/12/28T01:15:04       1        77      5.02
            NUV20171228_011542.fits   2017/12/28T01:15:42       1        58     30.02
            NUV20171228_011933.fits   2017/12/28T01:19:33       1        32      0.11
            NUV20171228_011942.fits   2017/12/28T01:19:42       1        84      1.04
            NUV20171228_012004.fits   2017/12/28T01:20:04       1        99      5.02
            NUV20171228_012042.fits   2017/12/28T01:20:42       1        82     30.02
            NUV20171228_012437.fits   2017/12/28T01:24:37       1         9      0.05
            NUV20171228_012448.fits   2017/12/28T01:24:48       1        63      1.04
            NUV20171228_012504.fits   2017/12/28T01:25:04       1       118      5.02
            NUV20171228_012542.fits   2017/12/28T01:25:42       1        92     30.02
            NUV20171228_012932.fits   2017/12/28T01:29:32       1        28      0.11
            NUV20171228_012941.fits   2017/12/28T01:29:41       1        58      1.05
            NUV20171228_013004.fits   2017/12/28T01:30:04       1       125      5.02
            NUV20171228_013041.fits   2017/12/28T01:30:41       1       103     30.02
            NUV20171228_013437.fits   2017/12/28T01:34:37       1         5      0.05
            NUV20171228_013447.fits   2017/12/28T01:34:47       1        55      1.03
            NUV20171228_013504.fits   2017/12/28T01:35:04       1       137      5.02
            NUV20171228_013542.fits   2017/12/28T01:35:42       1       102     30.02
