#2016/06 Number Pass = 152 (100.000%)
                               file                  time    pass    total5   exptime
            FUV20160603_003856.fits   2016/06/03T00:38:56       1         8      0.13
            FUV20160603_003909.fits   2016/06/03T00:39:09       1        31      1.03
            FUV20160603_003930.fits   2016/06/03T00:39:30       1        57      5.02
            FUV20160603_004041.fits   2016/06/03T00:40:41       1        38     30.02
            FUV20160603_004356.fits   2016/06/03T00:43:56       1        91      0.13
            FUV20160603_004409.fits   2016/06/03T00:44:09       1       139      1.03
            FUV20160603_004430.fits   2016/06/03T00:44:30       1        67      5.02
            FUV20160603_004541.fits   2016/06/03T00:45:41       1        58     30.02
            FUV20160603_004856.fits   2016/06/03T00:48:56       1        65      0.13
            FUV20160603_004909.fits   2016/06/03T00:49:09       1       125      1.03
            FUV20160603_004930.fits   2016/06/03T00:49:30       1        69      5.02
            FUV20160603_005041.fits   2016/06/03T00:50:41       1        54     30.02
            FUV20160603_005356.fits   2016/06/03T00:53:56       1        34      0.13
            FUV20160603_005409.fits   2016/06/03T00:54:09       1        92      1.03
            FUV20160603_005430.fits   2016/06/03T00:54:30       1        75      5.02
            FUV20160603_005541.fits   2016/06/03T00:55:41       1        49     30.02
            FUV20160603_005856.fits   2016/06/03T00:58:56       1        51      0.13
            FUV20160603_005909.fits   2016/06/03T00:59:09       1       102      1.02
            FUV20160603_005930.fits   2016/06/03T00:59:30       1        74      5.02
            FUV20160603_010041.fits   2016/06/03T01:00:41       1        57     30.02
            FUV20160603_010356.fits   2016/06/03T01:03:56       1        33      0.13
            FUV20160603_010409.fits   2016/06/03T01:04:09       1        64      1.03
            FUV20160603_010430.fits   2016/06/03T01:04:30       1        45      5.02
            FUV20160603_010541.fits   2016/06/03T01:05:41       1        34     30.02
            FUV20160603_010856.fits   2016/06/03T01:08:56       1        11      0.13
            FUV20160603_010909.fits   2016/06/03T01:09:09       1        40      1.03
            FUV20160603_010930.fits   2016/06/03T01:09:30       1        37      5.02
            FUV20160603_011041.fits   2016/06/03T01:10:41       1        28     30.02
            FUV20160603_011356.fits   2016/06/03T01:13:56       1         4      0.13
            FUV20160603_011409.fits   2016/06/03T01:14:09       1        25      1.03
            FUV20160603_011430.fits   2016/06/03T01:14:30       1        22      5.02
            FUV20160603_011541.fits   2016/06/03T01:15:41       1        27     30.02
            FUV20160603_011856.fits   2016/06/03T01:18:56       1         7      0.13
            FUV20160603_011909.fits   2016/06/03T01:19:09       1        70      1.03
            FUV20160603_011930.fits   2016/06/03T01:19:30       1        19      5.02
            FUV20160603_012041.fits   2016/06/03T01:20:41       1        30     30.02
            FUV20160603_012356.fits   2016/06/03T01:23:56       1         5      0.13
            FUV20160603_012409.fits   2016/06/03T01:24:09       1        33      1.02
            FUV20160603_012430.fits   2016/06/03T01:24:30       1        18      5.02
            FUV20160603_012541.fits   2016/06/03T01:25:41       1        30     30.02
            FUV20160603_012856.fits   2016/06/03T01:28:56       1         9      0.13
            FUV20160603_012909.fits   2016/06/03T01:29:09       1        63      1.02
