#2014/05 Number Pass = 76 (100.000%)
                               file                  time    pass    total5   exptime
       NUV20140503_051053_0000.fits   2014/05/03T05:10:53       1        13      0.05
       NUV20140503_051105_0000.fits   2014/05/03T05:11:05       1        21      1.02
       NUV20140503_051122_0000.fits   2014/05/03T05:11:22       1        52      5.02
       NUV20140503_051208_0000.fits   2014/05/03T05:12:08       1        20     30.02
       NUV20140503_051553_0000.fits   2014/05/03T05:15:53       1         4      0.05
       NUV20140503_051605_0000.fits   2014/05/03T05:16:05       1         4      1.02
       NUV20140503_051622_0000.fits   2014/05/03T05:16:22       1        25      5.02
       NUV20140503_051708_0000.fits   2014/05/03T05:17:08       1        32     30.02
       NUV20140503_052053_0000.fits   2014/05/03T05:20:53       1        11      0.05
       NUV20140503_052105_0000.fits   2014/05/03T05:21:05       1         9      1.02
       NUV20140503_052122_0000.fits   2014/05/03T05:21:22       1        28      5.02
       NUV20140503_052208_0000.fits   2014/05/03T05:22:08       1        33     30.02
       NUV20140503_052553_0000.fits   2014/05/03T05:25:53       1         8      0.05
       NUV20140503_052605_0000.fits   2014/05/03T05:26:05       1        10      1.02
       NUV20140503_052622_0000.fits   2014/05/03T05:26:22       1        29      5.02
       NUV20140503_052708_0000.fits   2014/05/03T05:27:08       1        26     30.02
       NUV20140503_053053_0000.fits   2014/05/03T05:30:53       1        27      0.05
       NUV20140503_053105_0000.fits   2014/05/03T05:31:05       1        82      1.02
       NUV20140503_053122_0000.fits   2014/05/03T05:31:22       1        48      5.02
       NUV20140503_053208_0000.fits   2014/05/03T05:32:08       1        48     30.02
       NUV20140503_053553_0000.fits   2014/05/03T05:35:53       1        21      0.05
       NUV20140503_053605_0000.fits   2014/05/03T05:36:05       1        35      1.02
       NUV20140503_053622_0000.fits   2014/05/03T05:36:22       1        35      5.02
       NUV20140503_053708_0000.fits   2014/05/03T05:37:08       1        40     30.02
       NUV20140503_054053_0000.fits   2014/05/03T05:40:53       1        31      0.06
       NUV20140503_054105_0000.fits   2014/05/03T05:41:05       1        80      1.02
       NUV20140503_054122_0000.fits   2014/05/03T05:41:22       1        63      5.02
       NUV20140503_054208_0000.fits   2014/05/03T05:42:08       1        45     30.02
       NUV20140503_054553_0000.fits   2014/05/03T05:45:53       1        18      0.05
       NUV20140503_054605_0000.fits   2014/05/03T05:46:05       1       103      1.02
       NUV20140503_054622_0000.fits   2014/05/03T05:46:22       1        79      5.02
       NUV20140503_054708_0000.fits   2014/05/03T05:47:08       1        25     30.02
       NUV20140503_055053_0000.fits   2014/05/03T05:50:53       1         9      0.05
       NUV20140503_055105_0000.fits   2014/05/03T05:51:05       1        92      1.02
