#2018/10 Number Pass = 76 (100.000%)
                               file                  time    pass    total5   exptime
            NUV20181003_123743.fits   2018/10/03T12:37:43       1         8      0.05
            NUV20181003_123754.fits   2018/10/03T12:37:54       1        28      1.02
            NUV20181003_123803.fits   2018/10/03T12:38:03       1        32      5.02
            NUV20181003_123859.fits   2018/10/03T12:38:59       1        33     30.02
            NUV20181003_124245.fits   2018/10/03T12:42:45       1        15      0.06
            NUV20181003_124257.fits   2018/10/03T12:42:57       1        12      1.02
            NUV20181003_124302.fits   2018/10/03T12:43:02       1        29      5.02
            NUV20181003_124359.fits   2018/10/03T12:43:59       1        40     30.02
            NUV20181003_124744.fits   2018/10/03T12:47:44       1         8      0.05
            NUV20181003_124757.fits   2018/10/03T12:47:57       1         9      1.02
            NUV20181003_124803.fits   2018/10/03T12:48:03       1        31      5.02
            NUV20181003_124859.fits   2018/10/03T12:48:59       1        40     30.02
            NUV20181003_125246.fits   2018/10/03T12:52:46       1        17      0.06
            NUV20181003_125257.fits   2018/10/03T12:52:57       1        18      1.02
            NUV20181003_125301.fits   2018/10/03T12:53:01       1        28      5.02
            NUV20181003_125350.fits   2018/10/03T12:53:50       1        25     30.02
            NUV20181003_125747.fits   2018/10/03T12:57:47       1        35      0.09
            NUV20181003_125757.fits   2018/10/03T12:57:57       1        67      1.05
            NUV20181003_125802.fits   2018/10/03T12:58:02       1        41      5.02
            NUV20181003_125859.fits   2018/10/03T12:58:59       1        45     30.02
            NUV20181003_130244.fits   2018/10/03T13:02:44       1        66      0.05
            NUV20181003_130257.fits   2018/10/03T13:02:57       1       109      1.05
            NUV20181003_130303.fits   2018/10/03T13:03:03       1        77      5.02
            NUV20181003_130359.fits   2018/10/03T13:03:59       1        62     30.02
            NUV20181003_130744.fits   2018/10/03T13:07:44       1        24      0.05
            NUV20181003_130756.fits   2018/10/03T13:07:56       1        89      1.04
            NUV20181003_130802.fits   2018/10/03T13:08:02       1        70      5.02
            NUV20181003_130850.fits   2018/10/03T13:08:50       1        48     30.02
            NUV20181003_131243.fits   2018/10/03T13:12:43       1        22      0.05
            NUV20181003_131256.fits   2018/10/03T13:12:56       1       122      1.04
            NUV20181003_131301.fits   2018/10/03T13:13:01       1        89      5.02
            NUV20181003_131359.fits   2018/10/03T13:13:59       1        55     30.02
            NUV20181003_131745.fits   2018/10/03T13:17:45       1        29      0.05
            NUV20181003_131757.fits   2018/10/03T13:17:57       1        96      1.02
            NUV20181003_131802.fits   2018/10/03T13:18:02       1        85      5.02
            NUV20181003_131859.fits   2018/10/03T13:18:59       1        47     30.02
            NUV20181003_132243.fits   2018/10/03T13:22:43       1        24      0.05
            NUV20181003_132255.fits   2018/10/03T13:22:55       1        37      1.03
            NUV20181003_132301.fits   2018/10/03T13:23:01       1        38      5.02
            NUV20181003_132359.fits   2018/10/03T13:23:59       1        33     30.02
            NUV20181003_132744.fits   2018/10/03T13:27:44       1        16      0.05
            NUV20181003_132757.fits   2018/10/03T13:27:57       1        14      1.05
            NUV20181003_132801.fits   2018/10/03T13:28:01       1        26      5.02
            NUV20181003_132859.fits   2018/10/03T13:28:59       1        29     30.02
            NUV20181003_133247.fits   2018/10/03T13:32:47       1         6      0.08
            NUV20181003_133257.fits   2018/10/03T13:32:57       1        11      1.04
            NUV20181003_133302.fits   2018/10/03T13:33:02       1        25      5.02
            NUV20181003_133359.fits   2018/10/03T13:33:59       1        34     30.02
            NUV20181003_133744.fits   2018/10/03T13:37:44       1         5      0.05
            NUV20181003_133756.fits   2018/10/03T13:37:56       1        17      1.04
            NUV20181003_133801.fits   2018/10/03T13:38:01       1        31      5.02
            NUV20181003_133859.fits   2018/10/03T13:38:59       1        27     30.02
            NUV20181003_134243.fits   2018/10/03T13:42:43       1         8      0.05
            NUV20181003_134257.fits   2018/10/03T13:42:57       1        16      1.05
            NUV20181003_134302.fits   2018/10/03T13:43:02       1        27      5.02
            NUV20181003_134359.fits   2018/10/03T13:43:59       1        36     30.02
            NUV20181003_134744.fits   2018/10/03T13:47:44       1        32      0.05
            NUV20181003_134755.fits   2018/10/03T13:47:55       1        70      1.03
            NUV20181003_134803.fits   2018/10/03T13:48:03       1        53      5.02
            NUV20181003_134859.fits   2018/10/03T13:48:59       1        57     30.02
            NUV20181003_135246.fits   2018/10/03T13:52:46       1        49      0.08
            NUV20181003_135257.fits   2018/10/03T13:52:57       1       116      1.05
            NUV20181003_135302.fits   2018/10/03T13:53:02       1        75      5.02
            NUV20181003_135352.fits   2018/10/03T13:53:52       1        53     30.02
            NUV20181003_135740.fits   2018/10/03T13:57:40       1        20      0.11
            NUV20181003_135757.fits   2018/10/03T13:57:57       1       123      1.02
            NUV20181003_135801.fits   2018/10/03T13:58:01       1        74      5.02
            NUV20181003_135859.fits   2018/10/03T13:58:59       1        60     30.02
            NUV20181003_140240.fits   2018/10/03T14:02:40       1        59      0.11
            NUV20181003_140255.fits   2018/10/03T14:02:55       1       179      1.03
            NUV20181003_140303.fits   2018/10/03T14:03:03       1        79      5.02
            NUV20181003_140359.fits   2018/10/03T14:03:59       1        52     30.02
            NUV20181003_140746.fits   2018/10/03T14:07:46       1        44      0.06
            NUV20181003_140756.fits   2018/10/03T14:07:56       1       126      1.04
            NUV20181003_140802.fits   2018/10/03T14:08:02       1        67      5.02
            NUV20181003_140859.fits   2018/10/03T14:08:59       1        45     30.02
